,COLLEGE,RANK,LOC,CAT,SX,EWS,PHASE
1706,"GOVT MEDICAL COLLEGE, MAHABUBABAD",159317,OU,ST,M,NO,P1
1707,"GOVT MEDICAL COLLEGE, MAHABUBABAD",160501,OU,ST,M,NO,P2
1708,"GOVT MEDICAL COLLEGE, MAHABUBABAD",161484,OU,ST,M,NO,P1
1709,"GOVT MEDICAL COLLEGE, MAHABUBABAD",163820,OU,SC,F,NO,P1
1710,"GOVT MEDICAL COLLEGE, MAHABUBABAD",165246,OU,ST,F,NO,P2
1711,"GOVT MEDICAL COLLEGE, MAHABUBABAD",166696,OU,ST,F,NO,P3
1712,"GOVT MEDICAL COLLEGE, MAHABUBABAD",168784,OU,SC,M,NO,P2
1713,"GOVT MEDICAL COLLEGE, MAHABUBABAD",169300,OU,SC,F,NO,P1
1714,"GOVT MEDICAL COLLEGE, MAHABUBABAD",174012,OU,ST,M,NO,P2
1715,"GOVT MEDICAL COLLEGE, MAHABUBABAD",174178,OU,ST,M,NO,P2
1716,"GOVT MEDICAL COLLEGE, MAHABUBABAD",176913,OU,SC,M,NO,P1
1717,"GOVT MEDICAL COLLEGE, MAHABUBABAD",180025,OU,ST,M,NO,P3
1718,"GOVT MEDICAL COLLEGE, MAHABUBABAD",183053,OU,ST,M,NO,P3
1719,"GOVT MEDICAL COLLEGE, MAHABUBABAD",185284,OU,SC,M,NO,P1
1720,"GOVT MEDICAL COLLEGE, MAHABUBABAD",185290,OU,SC,M,NO,P1
1721,"GOVT MEDICAL COLLEGE, MAHABUBABAD",185531,OU,SC,M,NO,P1
1722,"GOVT MEDICAL COLLEGE, MAHABUBABAD",185758,OU,BCA,F,NO,P2
1723,"GOVT MEDICAL COLLEGE, MAHABUBABAD",186591,OU,SC,M,NO,P1
1724,"GOVT MEDICAL COLLEGE, MAHABUBABAD",186596,OU,SC,M,NO,P1
1725,"GOVT MEDICAL COLLEGE, MAHABUBABAD",186607,OU,SC,M,NO,P1
1726,"GOVT MEDICAL COLLEGE, MAHABUBABAD",187173,OU,SC,M,NO,P1
1727,"GOVT MEDICAL COLLEGE, MAHABUBABAD",187994,OU,SC,F,NO,P1
1728,"GOVT MEDICAL COLLEGE, MAHABUBABAD",190493,OU,BCA,M,NO,P1
1729,"GOVT MEDICAL COLLEGE, MAHABUBABAD",190731,OU,BCA,F,NO,P1
1730,"GOVT MEDICAL COLLEGE, MAHABUBABAD",193271,OU,SC,F,NO,P1
1731,"GOVT MEDICAL COLLEGE, MAHABUBABAD",193276,OU,SC,M,NO,P2
1732,"GOVT MEDICAL COLLEGE, MAHABUBABAD",193512,OU,SC,F,NO,P1
1733,"GOVT MEDICAL COLLEGE, MAHABUBABAD",193656,OU,SC,F,NO,P2
1734,"GOVT MEDICAL COLLEGE, MAHABUBABAD",195732,OU,BCA,F,NO,P2
1735,"GOVT MEDICAL COLLEGE, MAHABUBABAD",195853,OU,SC,M,NO,P2
1736,"GOVT MEDICAL COLLEGE, MAHABUBABAD",195901,OU,SC,F,NO,P2
1737,"GOVT MEDICAL COLLEGE, MAHABUBABAD",204278,OU,BCA,F,NO,P2
1738,"GOVT MEDICAL COLLEGE, MAHABUBABAD",204580,OU,BCA,F,NO,P2
1739,"GOVT MEDICAL COLLEGE, MAHABUBABAD",206912,OU,BCA,F,NO,P2
1740,"GOVT MEDICAL COLLEGE, MAHABUBABAD",211320,OU,BCA,M,NO,P2
1741,"GOVT MEDICAL COLLEGE, MAHABUBABAD",211418,OU,BCA,M,NO,P2
1742,"GOVT MEDICAL COLLEGE, MAHABUBABAD",216750,OU,BCC,F,NO,P1
1744,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",71053,OU,OC,F,EWS,P2
1745,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",74295,OU,BCB,F,NO,P1
1746,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",86813,OU,OC,M,NO,P2
1747,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",86865,OU,BCD,F,NO,P3
1748,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",91217,OU,BCB,M,NO,P3
1749,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",92982,OU,OC,F,EWS,P3
1750,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",93029,OU,BCB,F,NO,P2
1751,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",93843,OU,BCD,M,NO,P3
1752,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",94105,OU,OC,M,EWS,P2
1753,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",94214,OU,OC,F,NO,P2
1754,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",94900,OU,OC,M,EWS,P3
1755,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",95181,OU,BCD,F,NO,P2
1756,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",95434,OU,OC,M,NO,P1
1757,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",96235,OU,BCD,F,NO,P2
1758,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",96479,OU,BCB,M,NO,P1
1759,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",97360,OU,BCD,F,NO,P3
1760,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",97703,OU,BCB,F,NO,P2
1761,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",97747,OU,BCB,F,NO,P2
1762,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",98910,OU,BCB,F,NO,P2
1763,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",99591,OU,BCB,F,NO,P2
1764,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",100582,OU,OC,F,EWS,P2
1765,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",100772,OU,BCE,M,NO,P2
1766,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",100865,OU,BCB,M,NO,P2
1767,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",101898,OU,OC,M,NO,P2
1768,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",102011,OU,BCB,M,NO,P2
1769,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",102433,OU,BCB,F,NO,P2
1770,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",102521,OU,OC,F,EWS,P2
1771,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",103297,OU,BCD,F,NO,P2
1772,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",103494,OU,BCB,F,NO,P2
1773,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",103561,OU,OC,F,EWS,P2
1774,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",105344,OU,BCD,F,NO,P2
1775,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",105513,OU,BCB,F,NO,P2
1776,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",105520,OU,OC,F,NO,P2
1777,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",107527,OU,BCB,F,NO,P2
1778,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",108075,OU,BCD,M,NO,P2
1779,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",108152,OU,BCD,M,NO,P2
1780,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",108234,OU,BCB,M,NO,P2
1781,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",109216,OU,BCD,F,NO,P2
1782,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",109237,OU,BCB,M,NO,P2
1783,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",109253,OU,BCB,F,NO,P2
1784,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",110224,OU,BCB,F,NO,P2
1785,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",110442,OU,BCB,F,NO,P2
1786,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",110875,OU,BCB,F,NO,P2
1787,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",111547,OU,BCD,F,NO,P2
1788,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",112188,OU,BCD,F,NO,P2
1789,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",113217,OU,BCD,F,NO,P2
1790,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",113432,OU,OC,F,NO,P2
1791,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",113786,OU,BCB,F,NO,P2
1792,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",115237,OU,BCD,F,NO,P2
1793,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",115304,OU,OC,F,NO,P2
1794,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",116180,OU,BCE,M,NO,P2
1795,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",116325,OU,BCB,M,NO,P2
1796,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",116526,OU,BCB,F,NO,P2
1797,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",117842,OU,BCB,F,NO,P2
1798,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",118335,OU,BCB,F,NO,P2
1799,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",118357,OU,OC,F,NO,P2
1800,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",119493,OU,BCB,F,NO,P2
1801,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",119498,OU,OC,M,EWS,P2
1802,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",119904,OU,BCB,M,NO,P2
1803,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",120850,OU,BCB,F,NO,P2
1804,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",122595,OU,BCB,F,NO,P2
1805,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",123558,OU,BCB,M,NO,P2
1806,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",124938,OU,BCE,F,NO,P2
1807,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",124955,OU,BCB,M,NO,P2
1808,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",125128,OU,BCD,M,NO,P2
1809,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",125214,OU,BCB,M,NO,P2
1810,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",125659,OU,BCD,M,NO,P2
1811,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",125669,OU,BCB,F,NO,P2
1812,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",126792,OU,BCD,M,NO,P2
1813,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",127224,OU,BCD,F,NO,P2
1814,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",127408,OU,BCD,M,NO,P2
1815,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",127812,OU,BCB,F,NO,P2
1816,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",128211,OU,BCB,F,NO,P2
1817,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",128979,OU,BCB,F,NO,P2
1818,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",129116,OU,BCB,M,NO,P2
1819,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",130552,OU,BCB,M,NO,P2
1821,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",132039,OU,BCE,M,NO,P2
1822,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",132193,OU,BCB,F,NO,P2
1823,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",136825,OU,BCE,F,NO,P2
1824,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",137311,OU,BCE,F,NO,P2
1825,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",137371,OU,BCE,M,NO,P2
1828,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",153370,OU,SC,M,NO,P1
1829,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",155920,OU,ST,M,NO,P2
1830,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",158077,OU,SC,M,NO,P2
1831,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",158129,OU,SC,F,NO,P3
1832,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",158263,OU,ST,F,NO,P3
1833,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",158445,OU,ST,M,NO,P1
1835,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",160448,OU,BCA,F,NO,P2
1836,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",160559,OU,ST,F,NO,P2
1837,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",160650,OU,SC,F,NO,P1
1838,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",160954,OU,ST,F,NO,P3
1839,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",161585,OU,ST,F,NO,P1
1840,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",162097,OU,ST,M,NO,P2
1841,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",162833,OU,ST,M,NO,P3
1842,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",163088,OU,BCA,M,NO,P1
1843,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",163316,OU,ST,M,NO,P1
1844,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",163624,OU,ST,F,NO,P2
1845,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",164064,OU,SC,F,NO,P2
1846,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",164124,OU,SC,M,NO,P2
1847,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",164135,OU,SC,F,NO,P2
1848,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",166068,OU,ST,M,NO,P1
1849,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",166506,OU,ST,F,NO,P2
1850,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",166512,OU,SC,F,NO,P1
1851,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",166596,OU,SC,F,NO,P1
1852,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",167538,OU,SC,F,NO,P1
1853,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",171345,OU,SC,F,NO,P1
1854,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",175838,OU,BCA,F,NO,P1
1855,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",176454,OU,SC,F,NO,P2
1856,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",176803,OU,BCA,F,NO,P2
1857,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",177647,OU,SC,M,NO,P1
1858,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",178776,OU,SC,F,NO,P1
1859,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",179008,OU,SC,F,NO,P1
1860,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",180571,OU,SC,F,NO,P1
1861,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",180609,OU,SC,F,NO,P1
1862,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",181714,OU,SC,M,NO,P1
1863,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",184030,OU,BCA,F,NO,P2
1864,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",184549,OU,BCA,M,NO,P1
1865,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",195862,OU,BCA,M,NO,P2
1866,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",197382,OU,BCA,F,NO,P2
1867,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",201191,OU,BCC,M,NO,P1
1872,"GOVT MEDICAL COLLEGE, WANAPARTHY",83934,OU,BCD,F,NO,P2
1873,"GOVT MEDICAL COLLEGE, WANAPARTHY",87422,OU,BCB,F,NO,P2
1874,"GOVT MEDICAL COLLEGE, WANAPARTHY",89458,OU,OC,F,NO,P2
1875,"GOVT MEDICAL COLLEGE, WANAPARTHY",90503,OU,OC,F,NO,P2
1876,"GOVT MEDICAL COLLEGE, WANAPARTHY",92239,OU,BCD,M,NO,P2
1877,"GOVT MEDICAL COLLEGE, WANAPARTHY",92896,OU,OC,M,NO,P2
1878,"GOVT MEDICAL COLLEGE, WANAPARTHY",94525,OU,BCD,F,NO,P2
1879,"GOVT MEDICAL COLLEGE, WANAPARTHY",95064,OU,BCD,F,NO,P3
1880,"GOVT MEDICAL COLLEGE, WANAPARTHY",95096,OU,OC,F,NO,P3
1881,"GOVT MEDICAL COLLEGE, WANAPARTHY",96856,OU,BCE,M,NO,P2
1882,"GOVT MEDICAL COLLEGE, WANAPARTHY",97724,OU,BCB,F,NO,P2
1883,"GOVT MEDICAL COLLEGE, WANAPARTHY",98604,OU,BCD,F,NO,P3
1884,"GOVT MEDICAL COLLEGE, WANAPARTHY",99583,OU,BCD,M,NO,P2
1885,"GOVT MEDICAL COLLEGE, WANAPARTHY",99722,OU,BCB,F,NO,P2
1886,"GOVT MEDICAL COLLEGE, WANAPARTHY",99759,OU,BCB,F,NO,P2
1887,"GOVT MEDICAL COLLEGE, WANAPARTHY",100924,OU,BCB,F,NO,P3
1888,"GOVT MEDICAL COLLEGE, WANAPARTHY",101900,OU,BCD,M,NO,P3
1889,"GOVT MEDICAL COLLEGE, WANAPARTHY",102620,OU,BCD,F,NO,P2
1890,"GOVT MEDICAL COLLEGE, WANAPARTHY",102678,OU,OC,F,EWS,P2
1891,"GOVT MEDICAL COLLEGE, WANAPARTHY",104009,OU,OC,F,NO,P2
1892,"GOVT MEDICAL COLLEGE, WANAPARTHY",104044,OU,OC,F,NO,P2
1893,"GOVT MEDICAL COLLEGE, WANAPARTHY",104465,OU,BCB,F,NO,P2
1894,"GOVT MEDICAL COLLEGE, WANAPARTHY",104996,OU,BCB,F,NO,P2
1895,"GOVT MEDICAL COLLEGE, WANAPARTHY",105367,OU,BCB,F,NO,P2
1896,"GOVT MEDICAL COLLEGE, WANAPARTHY",105797,OU,OC,M,NO,P2
1897,"GOVT MEDICAL COLLEGE, WANAPARTHY",106880,OU,BCD,M,NO,P2
1898,"GOVT MEDICAL COLLEGE, WANAPARTHY",107385,OU,BCD,M,NO,P2
1899,"GOVT MEDICAL COLLEGE, WANAPARTHY",107696,OU,OC,F,NO,P2
1900,"GOVT MEDICAL COLLEGE, WANAPARTHY",108116,OU,OC,F,EWS,P3
1901,"GOVT MEDICAL COLLEGE, WANAPARTHY",108372,OU,BCB,M,NO,P2
1902,"GOVT MEDICAL COLLEGE, WANAPARTHY",109193,OU,BCB,F,NO,P3
1903,"GOVT MEDICAL COLLEGE, WANAPARTHY",109199,OU,OC,F,EWS,P2
1904,"GOVT MEDICAL COLLEGE, WANAPARTHY",109566,OU,BCE,F,NO,P2
1905,"GOVT MEDICAL COLLEGE, WANAPARTHY",111017,OU,OC,F,NO,P2
1906,"GOVT MEDICAL COLLEGE, WANAPARTHY",111227,OU,OC,F,EWS,P3
1907,"GOVT MEDICAL COLLEGE, WANAPARTHY",112139,OU,OC,F,NO,P2
1908,"GOVT MEDICAL COLLEGE, WANAPARTHY",112148,OU,OC,F,EWS,P2
1909,"GOVT MEDICAL COLLEGE, WANAPARTHY",112275,OU,BCB,F,NO,P2
1910,"GOVT MEDICAL COLLEGE, WANAPARTHY",112439,OU,OC,M,NO,P2
1911,"GOVT MEDICAL COLLEGE, WANAPARTHY",112609,OU,OC,F,NO,P2
1912,"GOVT MEDICAL COLLEGE, WANAPARTHY",113127,OU,OC,M,NO,P2
1913,"GOVT MEDICAL COLLEGE, WANAPARTHY",113134,OU,BCB,F,NO,P2
1914,"GOVT MEDICAL COLLEGE, WANAPARTHY",113997,OU,BCB,F,NO,P2
1915,"GOVT MEDICAL COLLEGE, WANAPARTHY",114361,OU,OC,M,NO,P2
1916,"GOVT MEDICAL COLLEGE, WANAPARTHY",114459,OU,OC,F,EWS,P2
1917,"GOVT MEDICAL COLLEGE, WANAPARTHY",114511,OU,OC,F,NO,P2
1918,"GOVT MEDICAL COLLEGE, WANAPARTHY",114551,OU,BCB,F,NO,P2
1919,"GOVT MEDICAL COLLEGE, WANAPARTHY",114595,OU,BCB,F,NO,P2
1920,"GOVT MEDICAL COLLEGE, WANAPARTHY",114984,OU,OC,M,EWS,P2
1921,"GOVT MEDICAL COLLEGE, WANAPARTHY",116202,OU,BCD,M,NO,P2
1922,"GOVT MEDICAL COLLEGE, WANAPARTHY",116363,OU,OC,F,NO,P2
1923,"GOVT MEDICAL COLLEGE, WANAPARTHY",116808,OU,OC,M,NO,P2
1924,"GOVT MEDICAL COLLEGE, WANAPARTHY",117204,OU,OC,M,NO,P3
1925,"GOVT MEDICAL COLLEGE, WANAPARTHY",117244,OU,BCD,M,NO,P2
1926,"GOVT MEDICAL COLLEGE, WANAPARTHY",117301,OU,OC,F,NO,P2
1927,"GOVT MEDICAL COLLEGE, WANAPARTHY",117341,OU,OC,F,NO,P2
1928,"GOVT MEDICAL COLLEGE, WANAPARTHY",117342,OU,OC,F,NO,P2
1929,"GOVT MEDICAL COLLEGE, WANAPARTHY",117356,OU,BCD,F,NO,P2
1930,"GOVT MEDICAL COLLEGE, WANAPARTHY",117486,OU,BCD,M,NO,P2
1931,"GOVT MEDICAL COLLEGE, WANAPARTHY",117622,OU,BCE,M,NO,P2
1932,"GOVT MEDICAL COLLEGE, WANAPARTHY",118285,OU,BCD,M,NO,P2
1933,"GOVT MEDICAL COLLEGE, WANAPARTHY",118286,OU,BCD,F,NO,P2
1934,"GOVT MEDICAL COLLEGE, WANAPARTHY",118294,OU,BCB,F,NO,P2
1935,"GOVT MEDICAL COLLEGE, WANAPARTHY",118360,OU,BCB,M,NO,P2
1936,"GOVT MEDICAL COLLEGE, WANAPARTHY",118409,OU,BCE,M,NO,P2
1937,"GOVT MEDICAL COLLEGE, WANAPARTHY",118803,OU,BCD,F,NO,P2
1938,"GOVT MEDICAL COLLEGE, WANAPARTHY",118856,OU,BCE,M,NO,P3
1939,"GOVT MEDICAL COLLEGE, WANAPARTHY",119408,OU,OC,F,NO,P2
1940,"GOVT MEDICAL COLLEGE, WANAPARTHY",119468,OU,OC,F,NO,P2
1941,"GOVT MEDICAL COLLEGE, WANAPARTHY",119661,OU,BCE,F,NO,P2
1942,"GOVT MEDICAL COLLEGE, WANAPARTHY",119795,OU,BCB,M,NO,P2
1943,"GOVT MEDICAL COLLEGE, WANAPARTHY",119829,OU,OC,M,NO,P2
1944,"GOVT MEDICAL COLLEGE, WANAPARTHY",120509,OU,OC,F,EWS,P2
1945,"GOVT MEDICAL COLLEGE, WANAPARTHY",120768,OU,BCB,M,NO,P2
1946,"GOVT MEDICAL COLLEGE, WANAPARTHY",122490,OU,BCE,M,NO,P2
1947,"GOVT MEDICAL COLLEGE, WANAPARTHY",122537,OU,BCD,M,NO,P2
1948,"GOVT MEDICAL COLLEGE, WANAPARTHY",122855,OU,BCB,M,NO,P2
1949,"GOVT MEDICAL COLLEGE, WANAPARTHY",123586,OU,BCB,F,NO,P2
1950,"GOVT MEDICAL COLLEGE, WANAPARTHY",123786,OU,BCD,F,NO,P2
1951,"GOVT MEDICAL COLLEGE, WANAPARTHY",123802,OU,BCB,M,NO,P2
1952,"GOVT MEDICAL COLLEGE, WANAPARTHY",123832,OU,BCE,F,NO,P2
1953,"GOVT MEDICAL COLLEGE, WANAPARTHY",124659,OU,BCD,M,NO,P2
1954,"GOVT MEDICAL COLLEGE, WANAPARTHY",124725,OU,BCD,F,NO,P2
1955,"GOVT MEDICAL COLLEGE, WANAPARTHY",124738,OU,BCD,F,NO,P2
1956,"GOVT MEDICAL COLLEGE, WANAPARTHY",124811,OU,BCB,M,NO,P2
1957,"GOVT MEDICAL COLLEGE, WANAPARTHY",125777,OU,BCD,F,NO,P3
1958,"GOVT MEDICAL COLLEGE, WANAPARTHY",142027,OU,SC,M,NO,P1
1959,"GOVT MEDICAL COLLEGE, WANAPARTHY",142957,OU,ST,F,NO,P1
1960,"GOVT MEDICAL COLLEGE, WANAPARTHY",146773,OU,SC,M,NO,P1
1961,"GOVT MEDICAL COLLEGE, WANAPARTHY",150970,OU,SC,M,NO,P1
1962,"GOVT MEDICAL COLLEGE, WANAPARTHY",159257,OU,ST,M,NO,P3
1963,"GOVT MEDICAL COLLEGE, WANAPARTHY",159330,OU,ST,F,NO,P1
1964,"GOVT MEDICAL COLLEGE, WANAPARTHY",159613,OU,ST,F,NO,P1
1965,"GOVT MEDICAL COLLEGE, WANAPARTHY",160435,OU,BCA,F,NO,P1
1966,"GOVT MEDICAL COLLEGE, WANAPARTHY",162098,OU,ST,M,NO,P2
1967,"GOVT MEDICAL COLLEGE, WANAPARTHY",165442,OU,ST,F,NO,P2
1968,"GOVT MEDICAL COLLEGE, WANAPARTHY",166304,OU,SC,M,NO,P1
1969,"GOVT MEDICAL COLLEGE, WANAPARTHY",167047,OU,ST,M,NO,P2
1970,"GOVT MEDICAL COLLEGE, WANAPARTHY",167598,OU,BCA,F,NO,P1
1971,"GOVT MEDICAL COLLEGE, WANAPARTHY",168487,OU,ST,M,NO,P2
1972,"GOVT MEDICAL COLLEGE, WANAPARTHY",168775,OU,SC,F,NO,P1
1973,"GOVT MEDICAL COLLEGE, WANAPARTHY",169639,OU,SC,F,NO,P1
