COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,EWS,PHASE
"MAMATA MEDICAL COLLEGE, KHAMMAM",248399,OU,BCD,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",251783,OU,SC,F,,,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",252111,OU,OC,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",260375,OU,OC,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",261330,OU,OC,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",264780,OU,OC,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",266564,OU,BCB,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",268125,OU,BCD,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",268804,OU,OC,M,MSM,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",269630,OU,BCA,F,,,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",269752,OU,OC,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",271731,OU,BCB,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",272047,OU,OC,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",274655,OU,OC,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",277178,OU,OC,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",281669,OU,OC,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",281820,OU,BCD,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",283201,OU,BCB,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",283631,OU,BCB,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",283774,OU,OC,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",283932,OU,BCD,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",284899,OU,BCB,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",286148,OU,OC,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",286777,OU,OC,M,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",287437,OU,BCD,F,,,,,P1
"MAMATA MEDICAL COLLEGE, KHAMMAM",287517,NL,OC,M,,NRI,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",297927,OU,BCD,F,,,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",299325,OU,BCE,F,MSM,,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",303702,OU,BCB,M,,,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",307681,OU,BCD,M,,,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",307945,OU,OC,F,,NRI,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",308836,OU,OC,M,,,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",310233,OU,ST,F,,,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",311601,OU,BCD,F,,,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",314675,OU,BCD,F,,,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",320680,AU,OC,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",343195,AU,OC,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",418857,AU,OC,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",461080,OU,OC,M,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",473230,OU,OC,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",491306,OU,OC,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",515972,SVU,OC,F,,NRI,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",553778,OU,BCE,M,MSM,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",567320,OU,BCD,M,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",586705,OU,BCB,M,,NRI,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",596838,OU,OC,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",605331,OU,OC,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",655053,OU,BCD,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",661528,OU,OC,M,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",665711,OU,ST,F,,NRI,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",674909,OU,OC,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",814197,OU,OC,F,,NRI,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",827613,NL,OC,M,,NRI,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",859456,OU,ST,M,,NRI,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",950239,OU,OC,F,,NRI,,,P3
"MAMATA MEDICAL COLLEGE, KHAMMAM",1028777,AU,BCA,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",1061298,OU,OC,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",1078372,OU,BCD,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",1130214,OU,BCB,F,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",1131586,OU,BCD,M,,NRI,,,P2
"MAMATA MEDICAL COLLEGE, KHAMMAM",1149521,OU,BCD,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",98672,NL,OC,M,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",103093,NL,OC,F,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",103744,NL,OC,M,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",104660,NL,OC,M,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",104950,NL,OC,M,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",105868,NL,OC,M,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",109404,NL,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",113158,NL,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",114573,NL,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",117896,NL,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",121127,NL,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",174414,OU,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",179708,OU,BCD,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",189755,OU,OC,F,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",218302,OU,BCD,F,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",218456,OU,BCB,F,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",223308,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",227028,OU,BCE,M,MSM,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",233537,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",239040,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",239141,OU,BCB,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",244074,OU,BCB,M,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",263181,OU,BCB,F,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",269706,OU,BCD,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",271962,OU,OC,M,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",285116,OU,SC,F,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",285942,OU,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",286671,OU,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",286799,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",288706,OU,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",288745,OU,BCD,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",291564,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292202,OU,BCB,F,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292793,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",294474,OU,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",294796,OU,BCD,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",295656,OU,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",296112,OU,BCD,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",298312,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",299820,OU,OC,M,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",301396,OU,OC,M,,,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",301571,OU,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",301726,OU,BCD,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310629,OU,BCD,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",312076,OU,BCB,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",316387,OU,BCE,M,MSM,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",317244,OU,BCD,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",317893,OU,SC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",319029,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",321735,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",323435,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",323622,OU,BCE,M,MSM,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",324065,OU,BCD,F,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",324902,OU,OC,F,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325456,OU,BCA,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325506,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325518,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325817,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",327451,OU,BCB,M,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329064,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329416,OU,BCB,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",331090,OU,OC,F,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",331624,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",332044,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",334086,OU,BCE,M,MSM,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",335378,OU,OC,M,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",335446,OU,ST,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",335694,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",337350,OU,OC,F,,,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",337430,OU,OC,F,,,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",371988,NL,OC,M,,NRI,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",463677,OU,OC,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",480526,OU,OC,F,,NRI,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",483777,OU,OC,M,,NRI,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",488923,OU,OC,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",530207,OU,OC,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",546147,OU,ST,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",624130,OU,OC,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",627363,OU,BCA,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",726416,OU,BCB,M,,NRI,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",739035,OU,BCB,M,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",743545,OU,BCB,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",750155,OU,BCA,F,,NRI,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",764592,OU,OC,M,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",794292,OU,BCE,F,MSM,NRI,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",803788,OU,BCB,F,,NRI,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",817121,OU,BCB,F,,NRI,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",821241,OU,BCB,F,,NRI,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",871734,OU,BCB,F,,NRI,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",896902,OU,OC,F,,NRI,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",897064,OU,SC,F,,NRI,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",925551,OU,BCA,F,,NRI,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",963315,OU,SC,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",976574,OU,OC,F,,NRI,,,P3
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1017630,OU,BCB,F,,NRI,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1023088,OU,BCA,F,,NRI,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1068512,OU,BCD,F,,NRI,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1108315,OU,BCB,F,,NRI,,,P1
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1148687,OU,BCD,F,,NRI,,,P2
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1184384,OU,BCB,M,,NRI,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",93189,NL,OC,M,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",93264,NL,OC,F,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",94217,NL,OC,M,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",105181,NL,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",105265,NL,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",106563,NL,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",107291,NL,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",107596,NL,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",107778,NL,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",110252,NL,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",111981,NL,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",113351,NL,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",113544,NL,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",214609,OU,OC,M,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",222741,OU,OC,F,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",232912,OU,BCB,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",248806,OU,BCB,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",248976,OU,OC,M,MSM,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",249211,OU,BCB,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",254942,OU,BCB,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",274797,OU,BCE,M,MSM,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",288722,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",289272,OU,BCE,F,MSM,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292024,OU,OC,F,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292107,OU,SC,F,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292194,OU,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",301299,OU,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",306582,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",306616,OU,ST,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",307960,OU,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310177,OU,OC,F,,NRI,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310258,OU,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",314491,OU,OC,M,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",315284,OU,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",318359,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",318927,OU,BCA,F,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",320209,OU,OC,M,,NRI,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",320417,OU,BCD,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",324219,OU,SC,M,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",324382,OU,BCD,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",324675,OU,SC,M,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325522,OU,OC,M,MSM,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",327569,OU,BCA,M,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329405,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329452,OU,BCD,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",332183,OU,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",332666,OU,ST,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",334515,OU,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",334787,OU,BCD,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",335435,OU,BCD,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",337583,OU,BCD,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",337590,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",338074,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",338747,OU,OC,F,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",340393,OU,BCB,F,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",341034,OU,BCD,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",341526,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",341582,OU,BCD,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",343245,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",343826,OU,OC,F,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",344062,OU,OC,M,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",344222,OU,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",345254,OU,OC,F,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",345414,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",346253,OU,BCA,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",346396,OU,BCD,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347099,OU,OC,M,,,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347259,OU,BCD,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347317,OU,BCD,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347358,OU,OC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347473,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347527,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",349231,OU,BCA,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",350070,OU,SC,M,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",351073,OU,BCA,F,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",351868,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",352145,OU,OC,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",353561,OU,BCD,F,,NRI,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",353568,OU,BCB,F,,,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",355365,OU,SC,F,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",358329,OU,OC,F,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",358515,OU,OC,F,,,,,P3
