COLLEGE,RANK,LOC,CAT,SX,EWS,PHASE
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",115228,OU,BCA,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",116102,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",116853,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",117253,OU,BCA,M,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",117499,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",134083,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",120488,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",120542,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",120549,OU,BCA,M,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",121499,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",121536,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",121875,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",122176,OU,BCA,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",123699,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",124752,OU,BCA,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",124797,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",124818,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",124843,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",124878,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",126701,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",127020,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",127738,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",127746,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",127859,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",127949,OU,BCA,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",128876,OU,BCA,M,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",129311,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",129348,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",129938,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",129992,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",130145,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",130981,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",132173,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",132236,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",132721,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",134122,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",134137,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",134313,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",135236,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",135422,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",136849,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",138551,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",139722,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",984496,OU,BCA,M,NO,P2
"GOVT MEDICAL COLLEGE, MAHABUBNAGAR",1184794,OU,SC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",3491,OU,OC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",4344,OU,OC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",7645,OU,OC,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",7856,OU,OC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",8238,OU,OC,M,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",9401,OU,OC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",10379,OU,OC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",14266,OU,OC,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",14401,OU,OC,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",14743,OU,BCD,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",16268,OU,OC,M,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",16761,OU,OC,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",17035,OU,OC,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",17231,OU,OC,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",17335,OU,OC,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",17652,OU,OC,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",18047,OU,OC,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",18397,OU,OC,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",18712,OU,OC,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",18918,OU,OC,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",19239,OU,OC,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",21405,OU,BCD,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",22730,OU,BCD,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",23153,OU,BCD,M,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",25397,OU,BCD,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",25521,OU,OC,F,EWS,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",26501,OU,BCB,M,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",27435,OU,OC,M,EWS,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",28052,OU,OC,F,EWS,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",28353,OU,OC,M,EWS,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",29626,OU,BCB,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",30792,OU,BCB,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",31138,OU,OC,F,EWS,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",32435,OU,BCB,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",32451,OU,OC,M,EWS,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",32899,OU,BCE,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",33594,OU,OC,M,EWS,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",34212,OU,BCB,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",34219,OU,BCB,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",34445,OU,BCB,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",34482,OU,BCE,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",52177,OU,ST,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",66824,OU,BCA,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",67652,OU,BCA,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",77281,OU,BCA,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",79611,OU,BCA,F,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",85858,OU,ST,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",86553,OU,BCA,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",87042,OU,ST,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",88353,OU,ST,M,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",88358,OU,SC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",90211,OU,SC,M,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",90306,OU,ST,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",92892,OU,ST,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",95798,OU,SC,M,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",98294,OU,SC,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",98870,OU,SC,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",98987,OU,SC,M,NO,P2
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",99578,OU,SC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",101099,OU,SC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",101666,OU,SC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",104507,OU,SC,F,NO,P1
"ESI MEDICAL COLLEGE, SANATHNAGAR, HYD",535581,OU,OC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",33069,OU,OC,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",36494,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",37303,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",41665,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",42707,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",42838,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",43398,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",44157,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",44232,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",46111,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",46209,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",47002,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",47009,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",47028,OU,OC,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",47254,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",47258,OU,BCD,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",47641,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",48365,OU,OC,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",48972,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",49185,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",49233,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",49386,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",49765,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",49999,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",50022,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",50064,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",52125,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",52468,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",52523,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",52970,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",53075,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",53607,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",54412,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",54478,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",54727,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",55058,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",55119,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",55644,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",55709,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",56166,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",56201,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",56265,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",56275,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",57038,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",57537,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",57639,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",57723,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",57765,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",58334,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",58370,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",58497,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",58854,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",58888,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",58942,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",59124,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",59132,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",59320,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",59564,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",59728,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",60493,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",60802,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",60898,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",61332,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",61343,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",62041,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",62095,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",62214,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",62222,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",62851,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",62970,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",63524,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",63650,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",63886,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",63971,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",64274,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",64334,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",64649,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",64726,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",64985,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",65144,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",65539,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",65758,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",66034,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",66157,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",66508,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",66800,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",66878,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",66888,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",67063,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",67216,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",67670,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",67676,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",67688,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",67712,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",68055,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",68617,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",68897,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",75344,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",78724,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",79467,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",80300,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",82922,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",83888,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",93422,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",103695,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",109158,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",114291,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",116702,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",117487,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",118324,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",119429,OU,BCA,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",119554,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",120472,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",121483,OU,BCA,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",122660,OU,BCA,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",123053,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",123583,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",123684,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",124051,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",124650,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",124885,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",125685,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",125756,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",125970,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",126887,OU,BCA,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",126946,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",127718,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",127794,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",127898,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",129005,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",129139,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",130049,OU,BCA,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",130136,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",130184,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",131149,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",132891,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",133073,OU,BCA,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",135200,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",135500,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",136317,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",136660,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",137557,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",153451,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",138412,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",138916,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",139559,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",139747,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, SIDDIPET",140441,OU,BCA,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",140720,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",140836,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",141283,OU,BCC,M,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",141825,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, SIDDIPET",1000144,OU,BCD,M,NO,P1
"GOVT MEDICAL COLLEGE, SURYAPET",48482,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",49180,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",55620,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",59795,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",60614,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",61469,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",68580,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",68609,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",68700,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",68789,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",68985,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",69391,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",69397,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",70226,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",71199,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SURYAPET",71842,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",71884,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",72017,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",72098,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SURYAPET",72742,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",72804,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",72945,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",72993,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73484,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73555,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73558,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73582,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73672,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73707,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73770,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73773,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73801,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",73888,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",74015,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",74271,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",74313,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SURYAPET",74348,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SURYAPET",74665,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",75175,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",75188,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",75238,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",75240,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",75242,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",75307,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",75314,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",75490,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, SURYAPET",75602,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, SURYAPET",76316,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, SURYAPET",76933,OU,OC,M,EWS,P2
