RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,COLLEGE,EWS
42215,1220080114,579,F,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
43198,1214010131,578,F,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
43298,1201070185,578,M,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
43467,1208020289,577,M,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
43859,1225040031,577,F,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
44091,1206070186,576,F,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
44304,1224060277,576,M,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
45124,1206160463,575,M,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
45156,1205240038,575,F,BCA,AU,P1,"Rangaraya Medical College, Kakinada",NO
45542,1205110175,575,M,BCA,AU,P1,"Rangaraya Medical College, Kakinada",NO
45841,1206090061,574,F,BCA,AU,P1,"Rangaraya Medical College, Kakinada",NO
45849,1213010352,574,M,BCA,AU,P1,"Rangaraya Medical College, Kakinada",NO
45987,1205040065,574,M,BCA,AU,P1,"Rangaraya Medical College, Kakinada",NO
46131,1216010348,574,F,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
46145,1206060274,574,M,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
46653,1205200243,573,F,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
46761,1220030225,573,F,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
46801,1206020283,573,F,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
47051,1201030037,572,F,BCB,AU,P1,"Rangaraya Medical College, Kakinada",NO
47812,1220060204,571,F,BCE,AU,P1,"Rangaraya Medical College, Kakinada",NO
50011,1206130327,568,M,BCE,AU,P1,"Rangaraya Medical College, Kakinada",NO
50636,1221020347,567,F,SC,SVU,P1,"Rangaraya Medical College, Kakinada",NO
60228,1205070400,555,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
61035,1220010965,554,M,BCE,AU,P1,"Rangaraya Medical College, Kakinada",NO
61331,1205210263,553,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
66079,1224010188,547,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
67614,1206140151,545,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
68104,1205050598,545,F,BCE,AU,P1,"Rangaraya Medical College, Kakinada",NO
68660,1206160073,544,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
70355,1220010091,542,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
72685,1206110354,539,F,BCE,AU,P1,"Rangaraya Medical College, Kakinada",NO
72783,1220010124,539,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
73495,1205250301,538,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
74179,1206140229,538,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
75143,1205240065,536,F,BCE,AU,P1,"Rangaraya Medical College, Kakinada",NO
75192,1205060416,536,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
75735,1205010232,536,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
77766,1224050220,533,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
77921,1206100127,533,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
79431,1228020125,531,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
79563,1205090144,531,F,BCE,AU,P1,"Rangaraya Medical College, Kakinada",NO
79626,1206090129,531,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
80323,1206090118,530,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
81325,1206040036,529,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
82028,1201030156,529,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
82292,1205060480,528,M,BCE,AU,P1,"Rangaraya Medical College, Kakinada",NO
82532,1225010196,528,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
82977,4201100601,527,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
83309,1224020227,527,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
83839,1205190156,526,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
84735,1205150371,525,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
85024,1222030043,525,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
85772,1205160082,524,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
85818,1216010480,524,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
85876,1206150034,524,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
85978,1216030105,524,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
86020,1225010571,524,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
88282,1222040126,522,M,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
88391,1228030132,521,F,SC,AU,P1,"Rangaraya Medical College, Kakinada",NO
89492,1205050550,520,M,ST,SVU,P1,"Rangaraya Medical College, Kakinada",NO
118377,1205240263,490,M,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
121558,1206100240,487,F,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
123590,1225010176,485,F,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
123655,1206030361,485,F,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
125917,1224060178,483,M,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
130176,1205180330,479,F,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
130965,1228010028,478,M,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
133096,1205100084,476,M,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
134093,1201110211,475,M,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
136266,1203060590,473,M,ST,AU,P1,"Rangaraya Medical College, Kakinada",NO
16692,1206060063,624,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
22802,1205240317,611,F,OC,AU,P1,"Government Medical College,Srikakulam",NO
24045,1206160079,609,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
25483,1206060449,606,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
27136,1225010674,603,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
27918,1224080106,602,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
28709,1216030259,600,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
28754,1206060056,600,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
29143,1205030382,600,F,OC,AU,P1,"Government Medical College,Srikakulam",NO
29353,1220040160,599,F,OC,AU,P1,"Government Medical College,Srikakulam",NO
29609,1228040197,599,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
29860,1220010197,598,F,OC,AU,P1,"Government Medical College,Srikakulam",NO
30459,1206030303,597,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
30529,1206060467,597,F,OC,AU,P1,"Government Medical College,Srikakulam",NO
30620,1229050039,597,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
30723,4219030452,597,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
31371,1220070008,596,F,OC,AU,P1,"Government Medical College,Srikakulam",NO
31678,1224040272,595,F,OC,AU,P1,"Government Medical College,Srikakulam",NO
31800,1224050141,595,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
31840,1206050510,595,M,OC,AU,P1,"Government Medical College,Srikakulam",NO
31884,1206050497,595,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
32597,1206160094,594,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
33020,1206080466,593,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
33043,1205160246,593,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
33519,1229020154,592,M,BCB,AU,P1,"Government Medical College,Srikakulam",NO
33559,1206130255,592,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
33736,1206020562,592,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
34874,1205050112,590,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
35531,1206010549,589,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
35550,1228010216,589,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
35604,1228040086,589,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
35731,1228020086,589,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
35796,1205080268,589,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
36133,1206010569,588,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
36497,1205010415,588,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
36725,1206050380,587,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
36744,1225050186,587,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
36785,1205160060,587,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
37094,1206060311,587,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
37841,1206070446,586,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
37977,1228030059,585,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
38137,1206040167,585,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
38938,1206030272,584,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
39356,1206030416,583,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
39396,1205050749,583,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
39963,1206130119,582,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
40070,1206120225,582,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
40267,1206030056,582,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
40381,1206070010,582,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
40800,1206060009,581,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
40978,1206140086,581,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
41005,1206140103,581,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
41399,1206100149,580,M,BCD,AU,P1,"Government Medical College,Srikakulam",NO
41540,1206110356,580,F,BCD,AU,P1,"Government Medical College,Srikakulam",NO
42128,1224060168,580,M,BCA,AU,P1,"Government Medical College,Srikakulam",NO
46964,1224010229,573,M,BCC,AU,P1,"Government Medical College,Srikakulam",NO
47772,1206020061,571,M,BCB,APNL,P1,"Government Medical College,Srikakulam",NO
49938,1205120480,568,F,BCC,AU,P1,"Government Medical College,Srikakulam",NO
50148,1228010213,568,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
50393,1205260115,568,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
50396,1220011039,568,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
50653,1206060512,567,F,BCA,AU,P1,"Government Medical College,Srikakulam",NO
51779,1224060001,566,M,BCB,AU,P1,"Government Medical College,Srikakulam",NO
52537,1205040724,565,M,BCA,AU,P1,"Government Medical College,Srikakulam",NO
53000,1228010076,564,M,BCB,AU,P1,"Government Medical College,Srikakulam",NO
53130,1205030121,564,M,BCB,AU,P1,"Government Medical College,Srikakulam",NO
53709,1206020287,563,M,BCB,AU,P1,"Government Medical College,Srikakulam",NO
53857,1206130105,563,F,BCA,AU,P1,"Government Medical College,Srikakulam",NO
54312,1205050329,562,F,BCA,AU,P1,"Government Medical College,Srikakulam",NO
55104,1206050375,561,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
56567,1225010034,560,M,BCA,AU,P1,"Government Medical College,Srikakulam",NO
57433,1229020218,558,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
57860,1205030136,558,M,BCA,AU,P1,"Government Medical College,Srikakulam",NO
58173,1224040182,557,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
58859,1205010480,556,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
59660,1205270048,555,M,BCA,AU,P1,"Government Medical College,Srikakulam",NO
59675,1225010554,555,F,BCA,AU,P1,"Government Medical College,Srikakulam",NO
60544,1228010111,554,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
60639,1228010174,554,F,BCA,AU,P1,"Government Medical College,Srikakulam",NO
60650,1208020326,554,M,BCB,AU,P1,"Government Medical College,Srikakulam",NO
60761,1205140219,554,F,BCA,AU,P1,"Government Medical College,Srikakulam",NO
60825,1205250335,554,F,BCA,AU,P1,"Government Medical College,Srikakulam",NO
61627,1205110088,553,F,BCA,AU,P1,"Government Medical College,Srikakulam",NO
61856,1224030450,553,M,BCB,AU,P1,"Government Medical College,Srikakulam",NO
62207,1206030634,552,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
62390,1206060275,552,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
63682,1206110109,550,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
63694,2602050398,550,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
63756,1224010108,550,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
64576,1205010219,549,M,BCB,AU,P1,"Government Medical College,Srikakulam",NO
65011,4206010193,549,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
65592,1220050028,548,F,BCB,AU,P1,"Government Medical College,Srikakulam",NO
89318,1206060355,520,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
92916,1205140233,516,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
94470,1206020273,515,M,SC,AU,P1,"Government Medical College,Srikakulam",NO
96775,1220011050,512,M,SC,AU,P1,"Government Medical College,Srikakulam",NO
96985,1206040410,512,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
97012,1216020041,512,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
98072,1229020202,511,M,SC,AU,P1,"Government Medical College,Srikakulam",NO
98719,1205030509,510,M,SC,AU,P1,"Government Medical College,Srikakulam",NO
99979,1229030152,509,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
101583,1222030004,507,F,BCE,AU,P1,"Government Medical College,Srikakulam",NO
101641,1206070194,507,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
102124,1206060436,507,M,BCE,AU,P1,"Government Medical College,Srikakulam",NO
102180,1224020454,507,M,SC,AU,P1,"Government Medical College,Srikakulam",NO
102420,1206160092,506,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
102517,1205110215,506,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
102920,1205050068,506,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
103109,1205050533,506,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
103326,1201120400,505,F,BCE,AU,P1,"Government Medical College,Srikakulam",NO
103371,1209010273,505,F,SC,AU,P1,"Government Medical College,Srikakulam",NO
103374,1206010416,505,M,BCE,AU,P1,"Government Medical College,Srikakulam",NO
104160,1225050076,505,M,SC,AU,P1,"Government Medical College,Srikakulam",NO
104526,1205020878,504,M,SC,AU,P1,"Government Medical College,Srikakulam",NO
127374,4101300344,482,F,ST,NL,P1,"Government Medical College,Srikakulam",NO
137396,1206010271,472,F,ST,AU,P1,"Government Medical College,Srikakulam",NO
139538,1206030536,470,F,ST,AU,P1,"Government Medical College,Srikakulam",NO
144098,1225020003,466,F,ST,AU,P1,"Government Medical College,Srikakulam",NO
145302,1224070283,465,F,ST,AU,P1,"Government Medical College,Srikakulam",NO
147106,1205130268,464,F,ST,AU,P1,"Government Medical College,Srikakulam",NO
153248,1206110138,458,F,ST,AU,P1,"Government Medical College,Srikakulam",NO
155667,1205070364,456,F,ST,AU,P1,"Government Medical College,Srikakulam",NO
22173,1206130115,612,M,OC,AU,P1,"Government Medical College, Ongole",NO
23917,1205240343,609,M,OC,AU,P1,"Government Medical College, Ongole",NO
24315,1205010032,608,M,OC,AU,P1,"Government Medical College, Ongole",NO
24349,1205200184,608,M,OC,AU,P1,"Government Medical College, Ongole",NO
24353,1205200431,608,M,OC,AU,P1,"Government Medical College, Ongole",NO
24939,4201030463,607,F,OC,AU,P1,"Government Medical College, Ongole",NO
25293,1205050402,606,M,OC,AU,P1,"Government Medical College, Ongole",NO
25305,1205230407,606,F,OC,AU,P1,"Government Medical College, Ongole",NO
25513,1205030551,606,M,OC,AU,P1,"Government Medical College, Ongole",NO
26216,1224050005,605,M,OC,AU,P1,"Government Medical College, Ongole",NO
27124,1206040257,603,F,OC,AU,P1,"Government Medical College, Ongole",NO
27516,1205150421,602,F,OC,AU,P1,"Government Medical College, Ongole",NO
27546,1220030004,602,F,OC,AU,P1,"Government Medical College, Ongole",NO
27692,1228010132,602,F,OC,AU,P1,"Government Medical College, Ongole",NO
28302,1205040482,601,M,OC,AU,P1,"Government Medical College, Ongole",NO
28653,1203060504,600,F,OC,AU,P1,"Government Medical College, Ongole",NO
28662,1220010134,600,F,OC,AU,P1,"Government Medical College, Ongole",NO
28850,1205040471,600,F,OC,AU,P1,"Government Medical College, Ongole",NO
28958,1205160059,600,M,OC,AU,P1,"Government Medical College, Ongole",NO
29183,1205060119,600,M,OC,AU,P1,"Government Medical College, Ongole",NO
29449,1228040121,599,M,OC,AU,P1,"Government Medical College, Ongole",NO
29479,1205040467,599,F,OC,AU,P1,"Government Medical College, Ongole",NO
29532,1205010588,599,F,OC,AU,P1,"Government Medical College, Ongole",NO
29555,1228010118,599,M,OC,AU,P1,"Government Medical College, Ongole",NO
29936,1205140335,598,M,OC,AU,P1,"Government Medical College, Ongole",NO
29969,1203010730,598,F,OC,AU,P1,"Government Medical College, Ongole",NO
30395,1228010162,597,F,OC,AU,P1,"Government Medical College, Ongole",NO
30963,1201020223,596,F,OC,AU,P1,"Government Medical College, Ongole",NO
30976,1205020903,596,F,OC,AU,P1,"Government Medical College, Ongole",NO
31214,1228010171,596,M,OC,AU,P1,"Government Medical College, Ongole",NO
31853,1205260039,595,F,OC,AU,P1,"Government Medical College, Ongole",NO
32944,1205260027,593,F,BCD,AU,P1,"Government Medical College, Ongole",NO
33087,1205110219,593,F,BCD,AU,P1,"Government Medical College, Ongole",NO
34789,4201240007,590,F,BCD,AU,P1,"Government Medical College, Ongole",NO
34938,1205090255,590,F,BCD,AU,P1,"Government Medical College, Ongole",NO
35763,1205030859,589,M,BCD,AU,P1,"Government Medical College, Ongole",NO
36987,1206050266,587,F,BCD,AU,P1,"Government Medical College, Ongole",NO
37465,1205270302,586,F,BCD,AU,P1,"Government Medical College, Ongole",NO
38916,1205150085,584,F,BCD,AU,P1,"Government Medical College, Ongole",NO
39178,1206160199,584,F,BCD,AU,P1,"Government Medical College, Ongole",NO
39960,1205040343,582,M,BCD,AU,P1,"Government Medical College, Ongole",NO
39990,1206010506,582,F,BCD,AU,P1,"Government Medical College, Ongole",NO
40705,1225020147,581,F,BCD,AU,P1,"Government Medical College, Ongole",NO
40988,1229040127,581,F,BCD,AU,P1,"Government Medical College, Ongole",NO
41517,1201030253,580,F,BCD,AU,P1,"Government Medical College, Ongole",NO
41580,1206160334,580,F,BCD,AU,P1,"Government Medical College, Ongole",NO
41730,1206080324,580,M,BCD,AU,P1,"Government Medical College, Ongole",NO
42375,1228040138,579,M,BCD,AU,P1,"Government Medical College, Ongole",NO
42490,1205100299,579,F,BCD,AU,P1,"Government Medical College, Ongole",NO
42946,1212020406,578,M,BCB,APNL,P1,"Government Medical College, Ongole",NO
50492,1205070021,568,M,BCB,AU,P1,"Government Medical College, Ongole",NO
50699,4219090441,567,F,BCB,AU,P1,"Government Medical College, Ongole",NO
50726,1205140084,567,F,BCA,AU,P1,"Government Medical College, Ongole",NO
51323,1201070006,566,F,BCB,AU,P1,"Government Medical College, Ongole",NO
51347,1201120356,566,F,BCA,AU,P1,"Government Medical College, Ongole",NO
51368,1228020046,566,M,BCB,AU,P1,"Government Medical College, Ongole",NO
52227,1205060528,565,F,BCC,AU,P1,"Government Medical College, Ongole",NO
53040,1205230372,564,F,BCB,AU,P1,"Government Medical College, Ongole",NO
53204,1228020134,564,F,BCA,AU,P1,"Government Medical College, Ongole",NO
55929,1222040292,560,F,BCA,AU,P1,"Government Medical College, Ongole",NO
55969,1206020201,560,M,BCA,AU,P1,"Government Medical College, Ongole",NO
56129,1228020133,560,M,BCB,AU,P1,"Government Medical College, Ongole",NO
56457,1209010052,560,M,BCB,AU,P1,"Government Medical College, Ongole",NO
57048,1205270058,559,M,BCB,AU,P1,"Government Medical College, Ongole",NO
58561,1205210008,557,M,BCB,AU,P1,"Government Medical College, Ongole",NO
58902,1205040774,556,F,BCB,AU,P1,"Government Medical College, Ongole",NO
59409,1205020230,556,F,BCA,AU,P1,"Government Medical College, Ongole",NO
59712,1214010119,555,M,BCA,AU,P1,"Government Medical College, Ongole",NO
61202,1201020134,554,F,BCB,AU,P1,"Government Medical College, Ongole",NO
61508,1201090308,553,M,BCB,AU,P1,"Government Medical College, Ongole",NO
62060,1228020132,552,F,BCA,AU,P1,"Government Medical College, Ongole",NO
62914,1201040094,551,M,BCB,AU,P1,"Government Medical College, Ongole",NO
63142,1228030195,551,M,BCB,AU,P1,"Government Medical College, Ongole",NO
80467,1205020860,530,F,BCE,AU,P1,"Government Medical College, Ongole",NO
83043,1205150251,527,F,BCE,AU,P1,"Government Medical College, Ongole",NO
89254,1205080236,520,M,SC,AU,P1,"Government Medical College, Ongole",NO
90259,1205100219,519,F,SC,AU,P1,"Government Medical College, Ongole",NO
90632,1201010312,519,F,SC,AU,P1,"Government Medical College, Ongole",NO
92323,1206080156,517,M,SC,AU,P1,"Government Medical College, Ongole",NO
93103,1205270172,516,M,SC,AU,P1,"Government Medical College, Ongole",NO
93307,1201020308,516,F,SC,AU,P1,"Government Medical College, Ongole",NO
94911,1206010189,514,F,BCE,AU,P1,"Government Medical College, Ongole",NO
96289,1205220336,513,F,SC,AU,P1,"Government Medical College, Ongole",NO
96987,1228020064,512,F,BCE,AU,P1,"Government Medical College, Ongole",NO
97245,1205130006,512,F,SC,AU,P1,"Government Medical College, Ongole",NO
97650,1213010324,511,M,SC,AU,P1,"Government Medical College, Ongole",NO
97661,1228040006,511,F,SC,AU,P1,"Government Medical College, Ongole",NO
98490,1201040230,511,M,SC,AU,P1,"Government Medical College, Ongole",NO
98648,1201040160,510,M,SC,AU,P1,"Government Medical College, Ongole",NO
98657,1201020019,510,F,SC,AU,P1,"Government Medical College, Ongole",NO
109664,1203060798,499,F,ST,SVU,P1,"Government Medical College, Ongole",NO
139628,1205120492,470,M,ST,AU,P1,"Government Medical College, Ongole",NO
140702,1206060344,469,F,ST,AU,P1,"Government Medical College, Ongole",NO
145239,1201040027,465,F,ST,AU,P1,"Government Medical College, Ongole",NO
153317,1201090114,458,M,ST,AU,P1,"Government Medical College, Ongole",NO
153318,1205040782,458,M,ST,AU,P1,"Government Medical College, Ongole",NO
32659,1206040270,594,F,OC,AU,P1,"Government Medical College, Vizianagaram",NO
33494,1228030101,592,M,OC,AU,P1,"Government Medical College, Vizianagaram",NO
33683,1206020490,592,F,OC,AU,P1,"Government Medical College, Vizianagaram",NO
36135,1205220234,588,F,OC,AU,P1,"Government Medical College, Vizianagaram",NO
36390,1206150042,588,F,OC,AU,P1,"Government Medical College, Vizianagaram",NO
36406,1205050678,588,M,OC,AU,P1,"Government Medical College, Vizianagaram",NO
36795,1205150358,587,M,OC,AU,P1,"Government Medical College, Vizianagaram",NO
37428,1206130210,586,F,OC,AU,P1,"Government Medical College, Vizianagaram",NO
38250,1206100452,585,M,OC,AU,P1,"Government Medical College, Vizianagaram",NO
38835,1224020134,584,F,OC,AU,P1,"Government Medical College, Vizianagaram",NO
39949,1228040228,583,M,OC,AU,P1,"Government Medical College, Vizianagaram",NO
42523,1206040154,579,M,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
42814,1229040032,578,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
44225,1206060142,576,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
44794,1206030187,575,M,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
45069,1205060252,575,M,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
45574,1206010650,575,M,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
46863,1206110061,573,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
46887,1206030562,573,M,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
47130,1206040273,572,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
47402,1206080012,572,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
47782,1205100100,571,M,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
48404,1206020602,570,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
48423,1206030520,570,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
49281,1229010095,569,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
49335,1228010049,569,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
49383,1206120227,569,F,BCD,AU,P1,"Government Medical College, Vizianagaram",NO
59581,1220010677,556,M,BCC,AU,P1,"Government Medical College, Vizianagaram",NO
63083,4201160236,551,F,BCB,SVU,P1,"Government Medical College, Vizianagaram",NO
64877,1229010005,549,M,BCA,AU,P1,"Government Medical College, Vizianagaram",NO
66107,1206140139,547,F,BCB,AU,P1,"Government Medical College, Vizianagaram",NO
66808,1206160243,546,F,BCA,AU,P1,"Government Medical College, Vizianagaram",NO
68588,1206160530,544,M,BCA,AU,P1,"Government Medical College, Vizianagaram",NO
68730,1206030107,544,F,BCB,AU,P1,"Government Medical College, Vizianagaram",NO
68793,1205160194,544,M,BCB,AU,P1,"Government Medical College, Vizianagaram",NO
69640,1229010126,543,F,BCA,AU,P1,"Government Medical College, Vizianagaram",NO
70195,1206070030,542,F,BCA,AU,P1,"Government Medical College, Vizianagaram",NO
70621,1229030117,542,F,BCB,AU,P1,"Government Medical College, Vizianagaram",NO
73084,1206040432,539,M,BCA,AU,P1,"Government Medical College, Vizianagaram",NO
73479,1206020176,538,F,BCB,AU,P1,"Government Medical College, Vizianagaram",NO
73677,1206030565,538,F,BCB,AU,P1,"Government Medical College, Vizianagaram",NO
75150,1206160154,536,M,BCB,AU,P1,"Government Medical College, Vizianagaram",NO
76288,1206080104,535,F,BCB,AU,P1,"Government Medical College, Vizianagaram",NO
76524,1206160016,535,F,BCB,AU,P1,"Government Medical College, Vizianagaram",NO
101513,1222010237,507,F,SC,AU,P1,"Government Medical College, Vizianagaram",NO
111059,1206010613,497,F,SC,AU,P1,"Government Medical College, Vizianagaram",NO
112352,1220030230,496,M,SC,AU,P1,"Government Medical College, Vizianagaram",NO
114736,1205240194,494,M,SC,AU,P1,"Government Medical College, Vizianagaram",NO
115221,1206040547,493,F,SC,AU,P1,"Government Medical College, Vizianagaram",NO
116198,1206160353,492,F,SC,AU,P1,"Government Medical College, Vizianagaram",NO
116538,1220050240,492,F,SC,AU,P1,"Government Medical College, Vizianagaram",NO
116669,1224060208,492,M,SC,AU,P1,"Government Medical College, Vizianagaram",NO
116697,1224020291,492,F,SC,AU,P1,"Government Medical College, Vizianagaram",NO
126085,4201110531,483,F,BCE,AU,P1,"Government Medical College, Vizianagaram",NO
129949,1201080061,479,F,BCE,AU,P1,"Government Medical College, Vizianagaram",NO
132099,1201020042,477,F,BCE,AU,P1,"Government Medical College, Vizianagaram",NO
134319,1206140194,475,F,BCE,AU,P1,"Government Medical College, Vizianagaram",NO
138695,4201180123,471,M,ST,SVU,P1,"Government Medical College, Vizianagaram",NO
156803,1205070089,455,M,ST,AU,P1,"Government Medical College, Vizianagaram",NO
158034,1206070293,454,M,ST,AU,P1,"Government Medical College, Vizianagaram",NO
170267,1206010688,444,F,ST,AU,P1,"Government Medical College, Vizianagaram",NO
22622,1205150290,611,F,OC,AU,P1,"Government Medical College, Rajamahendravaram",NO
