,COLLEGE,RANK,LOC,CAT,SX,EWS,PHASE
1118,"GOVT MEDICAL COLLEGE, NALGONDA",59320,OU,OC,M,,P1
1119,"GOVT MEDICAL COLLEGE, NALGONDA",60132,OU,OC,F,,P1
1120,"GOVT MEDICAL COLLEGE, NALGONDA",60493,OU,OC,M,EWS,P1
1121,"GOVT MEDICAL COLLEGE, NALGONDA",60795,OU,OC,F,,P1
1122,"GOVT MEDICAL COLLEGE, NALGONDA",60898,OU,OC,M,,P1
1123,"GOVT MEDICAL COLLEGE, NALGONDA",61332,OU,BCB,F,,P1
1124,"GOVT MEDICAL COLLEGE, NALGONDA",61469,OU,OC,M,,P1
1125,"GOVT MEDICAL COLLEGE, NALGONDA",61622,OU,OC,F,EWS,P1
1126,"GOVT MEDICAL COLLEGE, NALGONDA",62190,OU,OC,M,EWS,P1
1127,"GOVT MEDICAL COLLEGE, NALGONDA",62256,OU,BCD,F,,P1
1128,"GOVT MEDICAL COLLEGE, NALGONDA",62970,OU,BCB,F,,P1
1129,"GOVT MEDICAL COLLEGE, NALGONDA",63851,OU,BCD,F,,P1
1130,"GOVT MEDICAL COLLEGE, NALGONDA",63971,OU,BCB,M,,P1
1131,"GOVT MEDICAL COLLEGE, NALGONDA",64000,OU,BCB,M,,P1
1132,"GOVT MEDICAL COLLEGE, NALGONDA",64600,OU,BCB,F,,P1
1133,"GOVT MEDICAL COLLEGE, NALGONDA",64610,OU,BCB,F,,P1
1134,"GOVT MEDICAL COLLEGE, NALGONDA",64649,OU,BCB,F,,P1
1135,"GOVT MEDICAL COLLEGE, NALGONDA",64762,OU,BCB,F,,P1
1136,"GOVT MEDICAL COLLEGE, NALGONDA",64985,OU,BCD,F,,P1
1137,"GOVT MEDICAL COLLEGE, NALGONDA",65027,OU,BCD,F,,P1
1138,"GOVT MEDICAL COLLEGE, NALGONDA",65144,OU,BCB,M,,P1
1139,"GOVT MEDICAL COLLEGE, NALGONDA",65321,OU,BCB,F,,P1
1140,"GOVT MEDICAL COLLEGE, NALGONDA",65539,OU,BCB,F,,P1
1141,"GOVT MEDICAL COLLEGE, NALGONDA",65758,OU,BCD,F,,P1
1142,"GOVT MEDICAL COLLEGE, NALGONDA",66034,OU,BCB,F,,P1
1143,"GOVT MEDICAL COLLEGE, NALGONDA",66060,OU,BCD,F,,P1
1144,"GOVT MEDICAL COLLEGE, NALGONDA",66115,OU,BCD,F,,P1
1145,"GOVT MEDICAL COLLEGE, NALGONDA",66241,OU,BCD,M,,P1
1146,"GOVT MEDICAL COLLEGE, NALGONDA",66449,OU,BCB,M,,P1
1147,"GOVT MEDICAL COLLEGE, NALGONDA",66799,OU,BCD,M,,P1
1148,"GOVT MEDICAL COLLEGE, NALGONDA",66916,OU,BCB,F,,P1
1149,"GOVT MEDICAL COLLEGE, NALGONDA",82091,OU,BCE,F,,P1
1150,"GOVT MEDICAL COLLEGE, NALGONDA",82922,OU,BCE,M,,P1
1151,"GOVT MEDICAL COLLEGE, NALGONDA",83895,OU,BCE,M,,P1
1152,"GOVT MEDICAL COLLEGE, NALGONDA",85942,OU,BCE,F,,P1
1153,"GOVT MEDICAL COLLEGE, NALGONDA",116786,OU,SC,M,,P1
1155,"GOVT MEDICAL COLLEGE, NALGONDA",129314,OU,ST,F,,P1
1156,"GOVT MEDICAL COLLEGE, NALGONDA",133218,OU,ST,F,,P1
1157,"GOVT MEDICAL COLLEGE, NALGONDA",134122,OU,ST,M,,P1
1158,"GOVT MEDICAL COLLEGE, NALGONDA",134209,OU,ST,F,,P1
1159,"GOVT MEDICAL COLLEGE, NALGONDA",135253,OU,ST,F,,P1
1160,"GOVT MEDICAL COLLEGE, NALGONDA",135278,OU,SC,F,,P1
1161,"GOVT MEDICAL COLLEGE, NALGONDA",135351,OU,ST,M,,P1
1162,"GOVT MEDICAL COLLEGE, NALGONDA",136326,OU,ST,M,,P1
1163,"GOVT MEDICAL COLLEGE, NALGONDA",137285,OU,ST,M,,P1
1164,"GOVT MEDICAL COLLEGE, NALGONDA",137467,OU,ST,M,,P1
1165,"GOVT MEDICAL COLLEGE, NALGONDA",137486,OU,ST,F,,P1
1166,"GOVT MEDICAL COLLEGE, NALGONDA",138191,OU,ST,M,,P1
1167,"GOVT MEDICAL COLLEGE, NALGONDA",138404,OU,ST,M,,P1
1168,"GOVT MEDICAL COLLEGE, NALGONDA",139576,OU,BCA,F,,P1
1169,"GOVT MEDICAL COLLEGE, NALGONDA",139722,OU,BCA,F,,P1
1170,"GOVT MEDICAL COLLEGE, NALGONDA",142970,OU,BCA,M,,P1
1171,"GOVT MEDICAL COLLEGE, NALGONDA",144569,OU,BCA,F,,P1
1172,"GOVT MEDICAL COLLEGE, NALGONDA",145018,OU,BCA,F,,P1
1173,"GOVT MEDICAL COLLEGE, NALGONDA",145187,OU,BCA,M,,P1
1174,"GOVT MEDICAL COLLEGE, NALGONDA",145252,OU,BCA,M,,P1
1175,"GOVT MEDICAL COLLEGE, NALGONDA",145567,OU,BCA,F,,P1
1176,"GOVT MEDICAL COLLEGE, NALGONDA",147807,OU,SC,F,,P1
1177,"GOVT MEDICAL COLLEGE, NALGONDA",148550,OU,SC,F,,P1
1178,"GOVT MEDICAL COLLEGE, NALGONDA",148581,OU,SC,M,,P1
1179,"GOVT MEDICAL COLLEGE, NALGONDA",148797,OU,SC,M,,P1
1180,"GOVT MEDICAL COLLEGE, NALGONDA",149545,OU,SC,M,,P1
1181,"GOVT MEDICAL COLLEGE, NALGONDA",150156,OU,SC,F,,P1
1182,"GOVT MEDICAL COLLEGE, NALGONDA",150235,OU,SC,F,,P1
1183,"GOVT MEDICAL COLLEGE, NALGONDA",150667,OU,SC,M,,P1
1184,"GOVT MEDICAL COLLEGE, NALGONDA",150921,OU,SC,M,,P1
1185,"GOVT MEDICAL COLLEGE, NALGONDA",151218,OU,SC,F,,P1
1186,"GOVT MEDICAL COLLEGE, NALGONDA",152113,OU,SC,F,,P1
1187,"GOVT MEDICAL COLLEGE, NALGONDA",152200,OU,SC,F,,P1
1188,"GOVT MEDICAL COLLEGE, NALGONDA",152215,OU,SC,F,,P1
1189,"GOVT MEDICAL COLLEGE, NALGONDA",152264,OU,SC,F,,P1
1190,"GOVT MEDICAL COLLEGE, NALGONDA",153281,OU,SC,F,,P1
1191,"GOVT MEDICAL COLLEGE, NALGONDA",153295,OU,SC,F,,P1
1192,"GOVT MEDICAL COLLEGE, NALGONDA",159298,OU,BCC,M,,P1
1194,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",67755,OU,BCB,F,,P1
1195,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",69397,OU,OC,F,,P1
1196,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",70135,OU,BCD,F,,P1
1197,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",71108,OU,BCD,F,,P1
1198,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",71199,OU,OC,M,EWS,P1
1199,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",71884,OU,OC,M,,P1
1200,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",72098,OU,OC,M,EWS,P1
1201,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",73144,OU,BCB,M,,P1
1202,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",73888,OU,BCB,F,,P1
1203,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",75240,OU,BCD,F,,P1
1204,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",75307,OU,BCD,F,,P1
1205,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",75314,OU,BCB,F,,P1
1206,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",80331,OU,BCB,F,,P1
1207,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",80359,OU,OC,F,EWS,P1
1208,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",81242,OU,BCD,F,,P1
1209,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",81588,OU,BCB,M,,P1
1210,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",82950,OU,BCB,F,,P1
1211,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",84899,OU,OC,F,,P1
1212,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",87043,OU,BCB,F,,P1
1213,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",88486,OU,OC,M,,P1
1214,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",88947,OU,OC,F,,P1
1215,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",89165,OU,OC,M,,P1
1216,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",90328,OU,OC,M,,P1
1217,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",91249,OU,OC,F,EWS,P1
1218,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",92239,OU,BCD,M,,P1
1219,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",93148,OU,OC,F,,P1
1220,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",94422,OU,OC,F,,P1
1221,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",94900,OU,OC,M,EWS,P1
1222,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",95958,OU,OC,F,,P1
1223,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",96335,OU,OC,M,EWS,P1
1224,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",97652,OU,OC,M,EWS,P1
1225,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",98329,OU,OC,M,EWS,P1
1226,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",98733,OU,OC,F,,P1
1227,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",99371,OU,OC,M,,P1
1228,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",99973,OU,OC,F,EWS,P1
1229,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",100330,OU,OC,M,EWS,P1
1230,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",101218,OU,BCB,M,,P1
1231,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",101438,OU,OC,F,EWS,P1
1232,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",101898,OU,OC,M,,P1
1233,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",102318,OU,OC,F,EWS,P1
1234,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",102521,OU,OC,F,EWS,P1
1235,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",103822,OU,BCD,M,,P1
1236,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",106577,OU,BCD,F,,P1
1237,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",107385,OU,BCD,M,,P1
1238,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",108276,OU,BCB,F,,P1
1239,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",108852,OU,BCB,F,,P1
1240,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",109193,OU,BCB,F,,P1
1241,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",109253,OU,BCB,F,,P1
1242,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",110186,OU,BCD,F,,P1
1243,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",110224,OU,BCB,F,,P1
1244,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",110445,OU,BCB,M,,P1
1245,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",111133,OU,BCD,M,,P1
1246,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",112136,OU,BCB,F,,P1
1247,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",112188,OU,BCD,F,,P1
1248,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",113134,OU,BCB,F,,P1
1249,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",113217,OU,BCD,F,,P1
1250,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",114199,OU,BCB,F,,P1
1251,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",114551,OU,BCB,F,,P1
1252,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",114950,OU,BCB,M,,P1
1253,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",115266,OU,BCB,F,,P1
1254,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",115293,OU,SC,F,,P1
1255,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",116291,OU,BCB,F,,P1
1256,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",117385,OU,BCD,F,,P1
1257,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",117405,OU,BCD,M,,P1
1258,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",131204,OU,BCE,M,,P1
1259,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",131248,OU,BCE,F,,P1
1260,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",132039,OU,BCE,M,,P1
1261,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",133139,OU,BCE,F,,P1
1262,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",139539,OU,ST,M,,P1
1263,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",150982,OU,ST,F,,P1
1264,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",152093,OU,ST,F,,P1
1265,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",153297,OU,SC,F,,P1
1266,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",153452,OU,BCA,M,,P1
1267,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",154505,OU,ST,M,,P1
1268,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",156579,OU,BCC,F,,P1
1269,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",156855,OU,BCA,F,,P1
1270,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",156912,OU,ST,F,,P1
1271,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",158141,OU,ST,M,,P1
1272,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",160954,OU,ST,F,,P1
1273,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",161999,OU,SC,F,,P1
1274,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",162098,OU,ST,M,,P1
1275,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",162791,OU,BCA,F,,P1
1276,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",162833,OU,ST,M,,P1
1277,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",164062,OU,ST,M,,P1
1278,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",164135,OU,SC,F,,P1
1279,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",164436,OU,SC,F,,P1
1280,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",165308,OU,ST,F,,P1
1281,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",165317,OU,SC,F,,P1
1282,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",165442,OU,ST,F,,P1
1283,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",166920,OU,SC,F,,P1
1284,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",168819,OU,SC,F,,P1
1285,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",170101,OU,BCA,F,,P1
1286,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",170119,OU,BCA,F,,P1
1287,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",170841,OU,SC,M,,P1
1288,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",173016,OU,SC,F,,P1
1289,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",175143,OU,SC,F,,P1
1291,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",176481,OU,BCA,M,,P1
1292,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",177597,OU,SC,F,,P1
1293,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",177720,OU,SC,F,,P1
1294,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",178777,OU,BCA,F,,P1
1295,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",178783,OU,SC,F,,P1
1296,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",179212,OU,SC,F,,P1
1297,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",182897,OU,SC,M,,P1
1298,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",184351,OU,SC,M,,P1
1299,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",185275,OU,BCA,M,,P1
1300,"GOVT MEDICAL COLLEGE, BHADRADRI KOTHAGUDEM",185342,OU,SC,M,,P1
1301,"GOVT MEDICAL COLLEGE, MAHABUBABAD",44974,OU,BCD,M,,P1
1302,"GOVT MEDICAL COLLEGE, MAHABUBABAD",48486,OU,BCB,F,,P1
1303,"GOVT MEDICAL COLLEGE, MAHABUBABAD",70258,OU,BCD,M,,P1
1304,"GOVT MEDICAL COLLEGE, MAHABUBABAD",72797,OU,BCB,F,,P1
1305,"GOVT MEDICAL COLLEGE, MAHABUBABAD",76528,OU,OC,M,,P1
1306,"GOVT MEDICAL COLLEGE, MAHABUBABAD",77863,OU,OC,F,,P1
1307,"GOVT MEDICAL COLLEGE, MAHABUBABAD",79393,OU,BCD,M,,P1
1308,"GOVT MEDICAL COLLEGE, MAHABUBABAD",81835,OU,OC,F,,P1
1309,"GOVT MEDICAL COLLEGE, MAHABUBABAD",82118,OU,BCB,M,,P1
1310,"GOVT MEDICAL COLLEGE, MAHABUBABAD",83336,OU,BCB,F,,P1
1311,"GOVT MEDICAL COLLEGE, MAHABUBABAD",84743,OU,BCD,F,,P1
1312,"GOVT MEDICAL COLLEGE, MAHABUBABAD",86639,OU,BCD,M,,P1
1313,"GOVT MEDICAL COLLEGE, MAHABUBABAD",87819,OU,BCB,F,,P1
1314,"GOVT MEDICAL COLLEGE, MAHABUBABAD",88799,OU,OC,F,EWS,P1
1315,"GOVT MEDICAL COLLEGE, MAHABUBABAD",89348,OU,BCB,M,,P1
1316,"GOVT MEDICAL COLLEGE, MAHABUBABAD",91162,OU,OC,F,EWS,P1
1317,"GOVT MEDICAL COLLEGE, MAHABUBABAD",91170,OU,BCB,F,,P1
1318,"GOVT MEDICAL COLLEGE, MAHABUBABAD",92236,OU,BCB,F,,P1
1319,"GOVT MEDICAL COLLEGE, MAHABUBABAD",93667,OU,BCE,M,,P1
1320,"GOVT MEDICAL COLLEGE, MAHABUBABAD",94930,OU,OC,F,EWS,P1
1321,"GOVT MEDICAL COLLEGE, MAHABUBABAD",96234,OU,OC,M,EWS,P1
1322,"GOVT MEDICAL COLLEGE, MAHABUBABAD",96958,OU,OC,F,,P1
1323,"GOVT MEDICAL COLLEGE, MAHABUBABAD",111424,OU,OC,F,,P1
1324,"GOVT MEDICAL COLLEGE, MAHABUBABAD",97669,OU,BCD,F,,P1
1325,"GOVT MEDICAL COLLEGE, MAHABUBABAD",97680,OU,OC,M,EWS,P1
1326,"GOVT MEDICAL COLLEGE, MAHABUBABAD",97881,OU,BCB,F,,P1
1327,"GOVT MEDICAL COLLEGE, MAHABUBABAD",98075,OU,BCE,F,,P1
1328,"GOVT MEDICAL COLLEGE, MAHABUBABAD",98338,OU,OC,F,,P1
1329,"GOVT MEDICAL COLLEGE, MAHABUBABAD",101102,OU,BCB,M,,P1
1330,"GOVT MEDICAL COLLEGE, MAHABUBABAD",101426,OU,OC,F,EWS,P1
1331,"GOVT MEDICAL COLLEGE, MAHABUBABAD",101450,OU,OC,F,,P1
1332,"GOVT MEDICAL COLLEGE, MAHABUBABAD",101499,OU,BCD,F,,P1
1333,"GOVT MEDICAL COLLEGE, MAHABUBABAD",101800,OU,OC,M,EWS,P1
1334,"GOVT MEDICAL COLLEGE, MAHABUBABAD",104459,OU,BCB,F,,P1
1335,"GOVT MEDICAL COLLEGE, MAHABUBABAD",105362,OU,BCD,M,,P1
1336,"GOVT MEDICAL COLLEGE, MAHABUBABAD",106872,OU,BCB,F,,P1
1337,"GOVT MEDICAL COLLEGE, MAHABUBABAD",106880,OU,BCD,M,,P1
1338,"GOVT MEDICAL COLLEGE, MAHABUBABAD",108571,OU,BCB,F,,P1
1339,"GOVT MEDICAL COLLEGE, MAHABUBABAD",108679,OU,BCB,F,,P1
1340,"GOVT MEDICAL COLLEGE, MAHABUBABAD",109245,OU,BCB,F,,P1
1341,"GOVT MEDICAL COLLEGE, MAHABUBABAD",109362,OU,BCB,F,,P1
1342,"GOVT MEDICAL COLLEGE, MAHABUBABAD",110070,OU,BCB,M,,P1
1343,"GOVT MEDICAL COLLEGE, MAHABUBABAD",110099,OU,BCD,F,,P1
1344,"GOVT MEDICAL COLLEGE, MAHABUBABAD",110406,OU,BCD,F,,P1
1345,"GOVT MEDICAL COLLEGE, MAHABUBABAD",110442,OU,BCB,F,,P1
1346,"GOVT MEDICAL COLLEGE, MAHABUBABAD",111151,OU,BCB,F,,P1
1347,"GOVT MEDICAL COLLEGE, MAHABUBABAD",111772,OU,BCB,F,,P1
1348,"GOVT MEDICAL COLLEGE, MAHABUBABAD",112377,OU,BCB,F,,P1
1349,"GOVT MEDICAL COLLEGE, MAHABUBABAD",112473,OU,BCD,F,,P1
1350,"GOVT MEDICAL COLLEGE, MAHABUBABAD",113352,OU,BCD,F,,P1
1351,"GOVT MEDICAL COLLEGE, MAHABUBABAD",113786,OU,BCB,F,,P1
1352,"GOVT MEDICAL COLLEGE, MAHABUBABAD",114455,OU,BCB,F,,P1
1353,"GOVT MEDICAL COLLEGE, MAHABUBABAD",115237,OU,BCD,F,,P1
1354,"GOVT MEDICAL COLLEGE, MAHABUBABAD",116202,OU,BCD,M,,P1
1355,"GOVT MEDICAL COLLEGE, MAHABUBABAD",117209,OU,BCE,M,,P1
1356,"GOVT MEDICAL COLLEGE, MAHABUBABAD",118409,OU,BCE,M,,P1
1357,"GOVT MEDICAL COLLEGE, MAHABUBABAD",121622,OU,BCE,F,,P1
1358,"GOVT MEDICAL COLLEGE, MAHABUBABAD",123684,OU,BCA,F,,P1
1359,"GOVT MEDICAL COLLEGE, MAHABUBABAD",126730,OU,BCE,F,,P1
1360,"GOVT MEDICAL COLLEGE, MAHABUBABAD",141921,OU,ST,M,,P1
1361,"GOVT MEDICAL COLLEGE, MAHABUBABAD",143533,OU,ST,M,,P1
1362,"GOVT MEDICAL COLLEGE, MAHABUBABAD",148296,OU,ST,M,,P1
1363,"GOVT MEDICAL COLLEGE, MAHABUBABAD",149853,OU,ST,F,,P1
1364,"GOVT MEDICAL COLLEGE, MAHABUBABAD",150303,OU,ST,M,,P1
1365,"GOVT MEDICAL COLLEGE, MAHABUBABAD",153266,OU,ST,F,,P1
1366,"GOVT MEDICAL COLLEGE, MAHABUBABAD",153471,OU,SC,F,,P1
1367,"GOVT MEDICAL COLLEGE, MAHABUBABAD",153557,OU,ST,F,,P1
1368,"GOVT MEDICAL COLLEGE, MAHABUBABAD",155139,OU,ST,F,,P1
1369,"GOVT MEDICAL COLLEGE, MAHABUBABAD",159257,OU,ST,M,,P1
1370,"GOVT MEDICAL COLLEGE, MAHABUBABAD",159263,OU,ST,F,,P1
1371,"GOVT MEDICAL COLLEGE, MAHABUBABAD",159317,OU,ST,M,,P1
1372,"GOVT MEDICAL COLLEGE, MAHABUBABAD",161484,OU,ST,M,,P1
1373,"GOVT MEDICAL COLLEGE, MAHABUBABAD",163053,OU,SC,F,,P1
1374,"GOVT MEDICAL COLLEGE, MAHABUBABAD",163820,OU,SC,F,,P1
1375,"GOVT MEDICAL COLLEGE, MAHABUBABAD",168784,OU,SC,M,,P1
1376,"GOVT MEDICAL COLLEGE, MAHABUBABAD",169300,OU,SC,F,,P1
1377,"GOVT MEDICAL COLLEGE, MAHABUBABAD",176913,OU,SC,M,,P1
1378,"GOVT MEDICAL COLLEGE, MAHABUBABAD",180037,OU,SC,M,,P1
1379,"GOVT MEDICAL COLLEGE, MAHABUBABAD",185284,OU,SC,M,,P1
1380,"GOVT MEDICAL COLLEGE, MAHABUBABAD",185290,OU,SC,M,,P1
1381,"GOVT MEDICAL COLLEGE, MAHABUBABAD",185531,OU,SC,M,,P1
1382,"GOVT MEDICAL COLLEGE, MAHABUBABAD",185758,OU,BCA,F,,P1
1383,"GOVT MEDICAL COLLEGE, MAHABUBABAD",186591,OU,SC,M,,P1
1384,"GOVT MEDICAL COLLEGE, MAHABUBABAD",186596,OU,SC,M,,P1
1385,"GOVT MEDICAL COLLEGE, MAHABUBABAD",186607,OU,SC,M,,P1
1386,"GOVT MEDICAL COLLEGE, MAHABUBABAD",187173,OU,SC,M,,P1
1387,"GOVT MEDICAL COLLEGE, MAHABUBABAD",187987,OU,SC,F,,P1
1388,"GOVT MEDICAL COLLEGE, MAHABUBABAD",187994,OU,SC,F,,P1
1389,"GOVT MEDICAL COLLEGE, MAHABUBABAD",206855,OU,BCA,F,,P1
1390,"GOVT MEDICAL COLLEGE, MAHABUBABAD",190493,OU,BCA,M,,P1
1391,"GOVT MEDICAL COLLEGE, MAHABUBABAD",190731,OU,BCA,F,,P1
1392,"GOVT MEDICAL COLLEGE, MAHABUBABAD",191584,OU,BCA,M,,P1
1393,"GOVT MEDICAL COLLEGE, MAHABUBABAD",193271,OU,SC,F,,P1
1394,"GOVT MEDICAL COLLEGE, MAHABUBABAD",193512,OU,SC,F,,P1
1395,"GOVT MEDICAL COLLEGE, MAHABUBABAD",193534,OU,BCA,M,,P1
1396,"GOVT MEDICAL COLLEGE, MAHABUBABAD",194698,OU,BCA,F,,P1
1397,"GOVT MEDICAL COLLEGE, MAHABUBABAD",195732,OU,BCA,F,,P1
1398,"GOVT MEDICAL COLLEGE, MAHABUBABAD",216750,OU,BCC,F,,P1
1400,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",73802,OU,BCB,M,,P1
1401,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",73929,OU,BCD,M,,P1
1402,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",74295,OU,BCB,F,,P1
1403,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",76343,OU,OC,F,,P1
1404,"SINGARENI INSTITUTE OF MEDICAL SCEINCES, RAMAGUNDAM",76911,OU,OC,F,,P1
