SNo,Rank,Allotted Quota,Allotted Institute,Course,"Alloted
Category","Candidate
Category",Remarks
1,1(A),Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
2,1(B),Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
3,3,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,SC,Allotted
4,4,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
5,5,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
6,6,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
7,7,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
8,8,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
9,9,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,OBC,Allotted
10,10,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
11,11,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
12,12,All India,"INST OF PG MED EDU & RESEARCH,KOLKATA,244 AJC Bose Road, Kolkata, West
Bengal, 700020",MBBS,Open,General,Allotted
13,13,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
14,14,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
15,15,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
16,16,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
17,17,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
18,18,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
19,19,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
20,20,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
21,21,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
22,22,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
23,24,All India,"MADRAS MEDICAL COLLEGE, CHENNAI,MADRAS MEDICAL COLLEGE
EVR PERIYAR SALAI,PARK TOWN,CHENNAI,TAMIL NADU., Tamil Nadu, 600003",MBBS,Open,General,Allotted
24,25,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,EWS,Allotted
25,26,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
26,27,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
27,28,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
28,29,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
29,30,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
30,31,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
31,32,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
32,33,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
33,34,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
34,35,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",MBBS,Open,General,Allotted
35,36,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
36,37,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
37,38,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
38,39,All India,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW
DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,Open,General,Allotted
39,40,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,SC,Allotted
40,41,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
41,42,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
42,43,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
43,44,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
44,45,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
45,46,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
46,47,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
47,48,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
48,49,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
49,50,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
50,51,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
51,52,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
52,53,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI,ACHARYA DONDE MARG PAREL
MUMBAI, Maharashtra, 400012",MBBS,Open,General,Allotted
53,54,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
54,55,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
55,56,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,General,Allotted
56,57,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,Open,OBC,Allotted
57,58,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
58,59,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
59,60,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
60,61,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
61,62,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
62,63,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",MBBS,Open,General,Allotted
63,64,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
64,65,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
65,66,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
66,67,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",MBBS,Open,General,Allotted
67,68,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
68,69,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
69,70,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI,ACHARYA DONDE MARG PAREL
MUMBAI, Maharashtra, 400012",MBBS,Open,General,Allotted
70,71,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
71,72,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
72,73,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
73,74,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
74,75,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
75,76,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,SC,SC,Allotted
76,77,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",MBBS,Open,General,Allotted
77,78,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
78,79,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
79,80,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
80,81,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
81,82,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,EWS,EWS,Allotted
82,83,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
83,84,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
84,85,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
85,86,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
86,87,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
87,88,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,EWS,EWS,Allotted
88,89,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
89,90,"Delhi University
Quota","Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
90,91,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
91,92,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
92,93,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
93,94,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,EWS,EWS,Allotted
94,95,"Delhi University
Quota","Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
95,96,"Delhi University
Quota","Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
96,97,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI,ACHARYA DONDE MARG PAREL
MUMBAI, Maharashtra, 400012",MBBS,Open,General,Allotted
97,98,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
98,99,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
99,100,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
100,101,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
101,102,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
102,103,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
103,104,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
104,105,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,EWS,EWS,Allotted
105,106,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",MBBS,Open,General,Allotted
106,107,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,Open,General,Allotted
107,108,All India,"M.P. SHAH MEDICAL COLLEGE, JAMNAGAR,PANDIT NEHRU MARG, JAMNAGAR
361008, Gujarat, 361008",MBBS,Open,General,Allotted
108,109,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
109,110,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
110,111,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI,ACHARYA DONDE MARG PAREL
MUMBAI, Maharashtra, 400012",MBBS,Open,General,Allotted
111,112,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",MBBS,Open,General,Allotted
112,113,All India,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW
DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,Open,General,Allotted
113,114,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",MBBS,Open,General,Allotted
114,115,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
115,116,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
116,117,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,SC,Allotted
117,118,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
118,119,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,ST,ST,Allotted
119,120,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
120,121,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,OBC,Allotted
121,122,"Delhi University
Quota","Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
122,123,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
123,124,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
124,125,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
125,126,"Delhi University
Quota","Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
126,127,All India,"University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095",MBBS,Open,General,Allotted
127,128,All India,"S.M.S. MEDICAL COLLEGE, JAIPUR,JLN Marg, Jaipur, Rajasthan, 302004",MBBS,Open,General,Allotted
128,129,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
129,130,All India,"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, CHANDIGAR,GOVERNMENT
MEDICAL COLLEGE AND HOSPITAL, SECTOR 32, CHANDIGARH",MBBS,Open,General,Allotted
130,131,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",MBBS,Open,General,Allotted
131,132,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",MBBS,Open,General,Allotted
132,133,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open,General,Allotted
133,134,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",MBBS,Open,General,Allotted
134,135,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
135,136,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand, 249203",MBBS,Open,General,Allotted
136,137,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open,General,Allotted
137,138,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,OBC,Allotted
138,139,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
139,140,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
140,141,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
141,142,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",MBBS,Open,General,Allotted
142,143,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",MBBS,Open,General,Allotted
143,144,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,EWS,EWS,Allotted
144,145,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
145,146,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
146,147,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI,ACHARYA DONDE MARG PAREL
MUMBAI, Maharashtra, 400012",MBBS,Open,General,Allotted
147,148,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",MBBS,Open,General,Allotted
148,149,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
149,150,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,EWS,EWS,Allotted
150,151,"Delhi University
Quota","Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
151,152,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",MBBS,Open,General,Allotted
152,153,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
153,154,Open Seat Quota,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI
110029, Delhi (NCT), 110029",MBBS,EWS,EWS,Allotted
154,155,Open Seat Quota,"Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",MBBS,Open,General,Allotted
155,156,"Delhi University
Quota","Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,Open,General,Allotted
156,157,All India,"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, CHANDIGAR,GOVERNMENT
MEDICAL COLLEGE AND HOSPITAL, SECTOR 32, CHANDIGARH",MBBS,Open,General,Allotted
