SNo,Rank,Allotted Quota,Allotted Institute,Course,"AllotedCategory","CandidateCategory",Remarks
472,23104,All India,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86
INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,OBC,OBC,Allotted
473,23109,All India,"Diamond Harbour Govt Medical College,New Town, Post-Diamond Harbour, PS-
Diamond Harbour, District South 24 Parganas, West Bengal, 743331",MBBS,OBC,OBC,Allotted
474,23110,All India,"MANDYA INST. OF MEDICAL SCI., MANDYA,BANGALORE-MYSORE MAIN ROAD,
MANDYA, Karnataka, 571401",MBBS,OBC,OBC,Allotted
475,23111,All India,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI
ROAD TIRUPATI, Andhra Pradesh, 517507",MBBS,OBC,OBC,Allotted
476,23114,All India,"Govt. Medical College and  Hospital, Chandrapur,GOVT. MEDICAL COLLEGE
CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,Open,General,Allotted
477,23116,All India,"GOVERNMENT MEDICAL COLLEGE, AKOLA,Collector Office Road, Near Ashok
Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,Open,General,Allotted
478,23117,All India,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",MBBS,Open,General,Allotted
479,23119,All India,"MG Inst. of Medical Sciences, Sevagram Wardha,VILLAGE AND PO SEVAGRAM
DISTRICT WARDHA MAHARASHTRA 442102, Maharashtra, 442102",MBBS,OBC,OBC,Allotted
480,23121,All India,"DR.S.C.GOVT MEDICAL COLLEGE,,NANDED,VISHNUPURI NANDED
MAHARASHTRA 431606, Maharashtra, 431606",MBBS,Open,General,Allotted
481,23122,All India,"Government Medical College, Tiruppur,18 DHARAPURAM ROAD TIRUPPUR
TAMILNADU 641608, Tamil Nadu, 641608",MBBS,Open,OBC,Allotted
482,23125,All India,"Mursidabad M C & Hospital, Mursidabad,STATION ROAD, P.O. AND P.S.
BERHAMPORE,
DIST. MURSHIDABAD, West Bengal, 742101",MBBS,Open,General,Allotted
483,23127,All India,"Lakhimpur Medical College, North Lakhimpur, Assam,Chowkham Saboti North
LakhimpurLakhimpur, Assam, 787051",MBBS,Open,OBC,Allotted
484,23129,All India,"Government Medical College, Kanker, Chhattisgarh,GOVERNMENT MEDICAL
COLLEGE NANDANMARA KANKER, Chhattisgarh, 494334",MBBS,Open,OBC,Allotted
485,23131,All India,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86
INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,OBC,OBC,Allotted
486,23132,All India,"Goverment Medical College, Datia,NEAR 29TH BATTALION,  N.H.75, DATIA, Madhya
Pradesh, 475661",MBBS,OBC,OBC,Allotted
487,23133,All India,"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE &
RESEARCH, ALMORA,Near Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",MBBS,OBC,OBC,Allotted
488,23137,All India,"Government Medical College, Ariyalur ,1 COLLEGE ROAD GOVERNMENT MEDICAL
COLLEGE ARIYALUR TAMIL NADU PIN 621713, Tamil Nadu, 621713",MBBS,Open,OBC,Allotted
489,23146,All India,"Government Medical College, Ramanathapuram,No 1, Patinamkathan, Collectorate
Backside,
Ramanathapuram., Tamil Nadu, 623503",MBBS,Open,General,Allotted
490,23150,All India,"GOVERNMENT MEDICAL COLLEGE, BUNDI,GOVT MEDICAL COLLEGE BUNDI,
Rajasthan, 323001",MBBS,OBC,OBC,Allotted
491,23154,All India,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",MBBS,Open,OBC,Allotted
492,23155,All India,"Government Medical College, Kathua,Chak Sajjan KAthua, Jammu And Kashmir,
184101",MBBS,OBC,OBC,Allotted
493,23156,All India,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86
INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,OBC,OBC,Allotted
494,23157,All India,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR,In Front of District Civil Court,
Solapur., Maharashtra, 413003",MBBS,OBC,OBC,Allotted
495,23158,All India,"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA,SAGAR ROAD, MCGANN HOSPITAL
CAMPUS, SHIVAMOGGA, Karnataka, 577201",MBBS,Open,OBC,Allotted
496,23159,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101
Paschim Medinipur, West Bengal, 721101",MBBS,OBC,OBC,Allotted
497,23161,All India,"Deben Mahata Government Medical College & Hospital,Vill  Hatuara PO  Vivekananda
Nagar  PS  Purulia Muffasil Dist  Purulia  Pin 723147, West Bengal, 723147",MBBS,Open,General,Allotted
498,23162,All India,"DR.S.C.GOVT MEDICAL COLLEGE,,NANDED,VISHNUPURI NANDED
MAHARASHTRA 431606, Maharashtra, 431606",MBBS,OBC,OBC,Allotted
499,23166,All India,"GOVERNMENT MEDICAL COLLEGE, LATUR,Government Medical College, Latur,
Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra,
413512",MBBS,Open,OBC,Allotted
500,23168,All India,"Medinirai Medical College (previously Known as Palamu Medical College),
Palamu,Pokhraha Khurd, P.O- Rajwadih, P.S- Medininagar, Dist. Palamu, Jharkhand,
822118",MBBS,OBC,OBC,Allotted
501,23171,All India,"Gulbarga Institute of Medical Sciences, Gulbarga,Gulbarga Institute of Medical Sciences,
Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,Open,OBC,Allotted
502,23173,All India,"C. Institute of Medical Sciences, Chamarajanagar,SY NO.124, YEDAPURA VILLAGE ,
KASABA HOBLI, CHAMARAJANAGARA TALUK AND DISTRICT, Karnataka, 571313",MBBS,Open,General,Allotted
503,23176,All India,"Veer Chandra Singh Garhwali Govt. Institute of Medical Science &
Research,BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL, Uttarakhand,
246178",MBBS,OBC,OBC,Allotted
504,23182,All India,"MALDA MED. COLLEGE, MALDA,MaldaMedicalCollege, PS,EnglishBazar PO Dist
Malda, West Bengal, 732101",MBBS,OBC,OBC,Allotted
505,23183,All India,"Govt. Medical College, Khandwa,Luv-Kush Nagar,Mundi Road,Khandwa (M.P.), Madhya
Pradesh, 450001",MBBS,Open,OBC,Allotted
506,23185,All India,"RAMPURHAT GOVT MEDICAL COLLEGE RAMPURHAT ,RAMPURHAT
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL PO RAMPURHAT PS
RAMPURHAT PIN 731224 DIST BIRBHUM, West Bengal, 731224",MBBS,Open,OBC,Allotted
507,23187,All India,"Government Medical College Satna ,Satna, Madhya Pradesh, 485001",MBBS,Open,General,Allotted
508,23198,All India,"Lt. B R K Government Medical College, Jagdalpur,LATE BALIRAM KASHYAP
MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR
DIST-BASTAR, Chhattisgarh, 494001",MBBS,OBC,OBC,Allotted
509,23203,All India,"GOVERNMENT MEDICAL COLLEGE, ANANTNAG J&K,VERINAG ROAD DIALGAM
ANANTNAG, Jammu And Kashmir, 192210",MBBS,Open,General,Allotted
510,23207,All India,"Govt. Medical College, Khandwa,Luv-Kush Nagar,Mundi Road,Khandwa (M.P.), Madhya
Pradesh, 450001",MBBS,Open,General,Allotted
511,23208,All India,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86
INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,OBC,OBC,Allotted
512,23211,All India,"Government Medical College, Nagapattinam,NO.1,MANALMEDU, ORATHUR VILLAGE,
NAGAPATTINAM TK, NAGAPATTINAM DISTRICT, Tamil Nadu, 611108",MBBS,OBC,OBC,Allotted
513,23212,All India,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya
Pradesh 480001, Madhya Pradesh, 480001",MBBS,Open,General,Allotted
514,23213,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI,SWAMI RAMNAND TEERTH
RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED
MAHARASHTRA PIN-431517, Maharashtra, 431517",MBBS,Open,OBC,Allotted
515,23217,All India,"Siddartha Medical College, Vijayawada,Beside New Government General Hospital
Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,Open,OBC,Allotted
516,23219,All India,"RAICHUR INST. OF MEDICAL SCI., RAICHUR,RAICHUR INSTITUTE OF MEDICAL
SCIENCES
INDUSTRIAL AREA,
HYDERABAD ROAD, RAICHUR,  Karnataka 584102, Karnataka, 584102",MBBS,Open,General,Allotted
517,23223,All India,"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE &
RESEARCH, ALMORA,Near Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",MBBS,OBC,OBC,Allotted
518,23225,All India,"Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,Rajarshee
Chhatrapati Shahu Maharaj
Government Medical College, R. K. Nagar Road, Shenda Park, Kol, Maharashtra,
416012",MBBS,Open,General,Allotted
519,23230,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI,SWAMI RAMNAND TEERTH
RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED
MAHARASHTRA PIN-431517, Maharashtra, 431517",MBBS,Open,OBC,Allotted
520,23232,All India,"Prafulla Chandra Sen Government Medical College & Hospital, Arambagh,Arambagh,
Hooghly, West Bengal, 712601",MBBS,Open,OBC,Allotted
521,23236,All India,"GOVERNMENT MEDICAL COLLEGE, RAJOURI,Government Medical College, Kheora,
Mehra, Rajouri, Jammu and Kashmir., Jammu And Kashmir, 185131",MBBS,Open,General,Allotted
522,23238,All India,"Goverment Medical College And Hospital Jalgaon,GOVERNMENT MEDICAL
COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",MBBS,Open,OBC,Allotted
523,23239,All India,"Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,Rajarshee
Chhatrapati Shahu Maharaj
Government Medical College, R. K. Nagar Road, Shenda Park, Kol, Maharashtra,
416012",MBBS,OBC,OBC,Allotted
524,23249,All India,"Gulbarga Institute of Medical Sciences, Gulbarga,Gulbarga Institute of Medical Sciences,
Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,Open,OBC,Allotted
525,23251,All India,"Goverment Medical College, Datia,NEAR 29TH BATTALION,  N.H.75, DATIA, Madhya
Pradesh, 475661",MBBS,OBC,OBC,Allotted
526,23255,All India,"Chandulal Chandrakar Memorial Government Medical College, Durg,Chandulal
Chandrakar Memorial Government Medical College, Kurud Road, Near Rungta College,
Kachandur, Chhattisgarh, 490024",MBBS,Open,General,Allotted
527,23260,All India,"Gadag Institute of Medical Sciences,GADAG INSTITUTE OF MEDICAL SCIENCES
GADAG Mallasamudra,Gadag-582103, Karnataka, 582103",MBBS,Open,OBC,Allotted
528,23261,All India,"GOVERNMENT MEDICAL COLLEGE, RAJOURI,Government Medical College, Kheora,
Mehra, Rajouri, Jammu and Kashmir., Jammu And Kashmir, 185131",MBBS,Open,General,Allotted
529,23262,All India,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",MBBS,OBC,OBC,Allotted
530,23264,All India,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh,
Chhattisgarh, 496001",MBBS,Open,OBC,Allotted
531,23265,All India,"Rangaraya Medical College, Kakinada,PITHAPURAM ROAD, KAKINADA, Andhra
Pradesh, 533003",MBBS,Open,OBC,Allotted
532,23270,All India,"Haveri Institute of Medical Sciences, Karnataka,First Floor MCH Block District Hospital,
Karnataka, 581110",MBBS,Open,General,Allotted
533,23272,All India,"Govt Medical College Shahdol,GRAM CHAMPA KUDRI ROAD NEAR NEW BUS
STAND SHAHDOL MP, Madhya Pradesh, 484001",MBBS,Open,OBC,Allotted
534,23274,All India,"Government Medical College & Hospital, Alibag-Raigad,Government Medical College of
Alibag, Alibag beach limaye wadi Alibagh Maharashtra- 402201, Maharashtra, 402201",MBBS,Open,General,Allotted
535,23275,All India,"GOVERNMENT MEDICAL COLLEGE, ANANTNAG J&K,VERINAG ROAD DIALGAM
ANANTNAG, Jammu And Kashmir, 192210",MBBS,OBC,OBC,Allotted
536,23280,All India,"Autonomous State Medical College Society , Mirzapur,Piparadarh, Visunderpur, Uttar
Pradesh, 231001",MBBS,EWS,EWS,Allotted
537,23281,All India,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.Bhusaheb Hire Government
Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424311",MBBS,Open,OBC,Allotted
538,23283,All India,"Jannayak Karpoori Thakur Medical college and Hospital, Madhepura,JAJHAT SABAILA
SINGHESHWAR ROAD DISTRICT MADHEPURA, Bihar, 852128",MBBS,OBC,OBC,Allotted
539,23285,All India,"Government Medical College Satna ,Satna, Madhya Pradesh, 485001",MBBS,Open,OBC,Allotted
540,23287,All India,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya
Pradesh 480001, Madhya Pradesh, 480001",MBBS,Open,OBC,Allotted
541,23290,All India,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya
Pradesh 480001, Madhya Pradesh, 480001",MBBS,Open,General,Allotted
542,23291,All India,"Siddartha Medical College, Vijayawada,Beside New Government General Hospital
Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,Open,General,Allotted
543,23292,All India,"ASSAM MEDICAL COLLEGE, DIBRUGARH,Borbari, Dibrugarh, Assam, 786002",MBBS,OBC,OBC,Allotted
544,23293,All India,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya
Pradesh 480001, Madhya Pradesh, 480001",MBBS,OBC,OBC,Allotted
545,23294,All India,"GMERS Medical College, Navsari,Adarsh Nivasi Shala Campus, At & Po. - Khambhlav,
Aat, Ta - Jalalpore, Dist - Navsari., Gujarat, 396403",MBBS,Open,OBC,Allotted
546,23295,All India,"Govt. Medical College, Khandwa,Luv-Kush Nagar,Mundi Road,Khandwa (M.P.), Madhya
Pradesh, 450001",MBBS,OBC,OBC,Allotted
547,23296,All India,"Govt Medical College Shahdol,GRAM CHAMPA KUDRI ROAD NEAR NEW BUS
STAND SHAHDOL MP, Madhya Pradesh, 484001",MBBS,Open,General,Allotted
548,23298,All India,"Govt Medical College Shahdol,GRAM CHAMPA KUDRI ROAD NEAR NEW BUS
STAND SHAHDOL MP, Madhya Pradesh, 484001",MBBS,Open,General,Allotted
549,23300,All India,"Karwar Institute of Medical Sciences, Karwar,DISTRICT HOSPITAL PREMISES, MG
ROAD, KARWAR, Karnataka, 581301",MBBS,Open,General,Allotted
550,23301,All India,"Govt Medical College Shahdol,GRAM CHAMPA KUDRI ROAD NEAR NEW BUS
STAND SHAHDOL MP, Madhya Pradesh, 484001",MBBS,Open,General,Allotted
551,23305,All India,"SILCHAR MEDICAL COLLEGE, SILCHER,PO Silchar Medical College, Silchar, Assam,
788014",MBBS,Open,OBC,Allotted
552,23307,All India,"CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA,DISTRICT
HOSPITAL CAMPUS MARULA SIDDESHWARA SWAMY TEMPLE ROAD
CHIKKABALLAPUR KARANATAKA, Karnataka, 562101",MBBS,Open,OBC,Allotted
553,23308,All India,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya
Pradesh 480001, Madhya Pradesh, 480001",MBBS,OBC,OBC,Allotted
554,23310,All India,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba,Pt. Jawaharlal Nehru Govt. Medical
College Chamba, Himachal Pradesh, 176310",MBBS,EWS,EWS,Allotted
555,23315,All India,"Government Medical College Satna ,Satna, Madhya Pradesh, 485001",MBBS,Open,General,Allotted
556,23317,All India,"Chikkamagaluru Institute of Medical Sciences,DIRECTOR
CHIKKAMAGALURU INSTITUTE OF MEDICAL SCIENCES
ARALAGUPPE MALLEGOWDA DISTRICT HOSPITAL
AZA, Karnataka, 577101",MBBS,Open,OBC,Allotted
557,23318,All India,"ACSR Govt Medical College, Nellore,OPP TO AC SUBBA REDDY STADIUM
DARGAMITTA
NELLORE
SPSR NELLORE DISTRICT, Andhra Pradesh, 524004",MBBS,Open,OBC,Allotted
558,23320,All India,"SH VASANT RAO NAIK GOVT.M.C.,YAVATMAL,CIVIL LINES YAVATMAL,
Maharashtra, 445001",MBBS,Open,General,Allotted
559,23322,All India,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.Bhusaheb Hire Government
Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424311",MBBS,Open,OBC,Allotted
560,23325,All India,"Gulbarga Institute of Medical Sciences, Gulbarga,Gulbarga Institute of Medical Sciences,
Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,OBC,OBC,Allotted
561,23330,All India,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati,SVIMS, ALIPIRI ROAD,
TIRUPATI, Andhra Pradesh, 517507",MBBS,Open,General,Allotted
562,23331,All India,"Goverment Medical College And Hospital Jalgaon,GOVERNMENT MEDICAL
COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",MBBS,Open,General,Allotted
563,23332,All India,"Government Medical College, Doda,Government Medical College & Hospital Ghat Doda,
Jammu And Kashmir, 182202",MBBS,Open,OBC,Allotted
564,23334,All India,"RIMS, Ongole,BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT,
ANDHRA PRADESH, Andhra Pradesh, 523001",MBBS,Open,General,Allotted
565,23336,All India,"Govt Medical College Shahdol,GRAM CHAMPA KUDRI ROAD NEAR NEW BUS
STAND SHAHDOL MP, Madhya Pradesh, 484001",MBBS,OBC,OBC,Allotted
566,23339,All India,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh,
Chhattisgarh, 496001",MBBS,Open,General,Allotted
567,23340,All India,"CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA,DISTRICT
HOSPITAL CAMPUS MARULA SIDDESHWARA SWAMY TEMPLE ROAD
CHIKKABALLAPUR KARANATAKA, Karnataka, 562101",MBBS,OBC,OBC,Allotted
568,23347,All India,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh,
Chhattisgarh, 496001",MBBS,Open,OBC,Allotted
569,23348,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101
Paschim Medinipur, West Bengal, 721101",MBBS,OBC,OBC,Allotted
570,23349,All India,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI,Chittapur Main Road,
Yadgiri., Karnataka, 585202",MBBS,Open,OBC,Allotted
571,23351,All India,"REGIONAL INST OF MEDICAL SCI, IMPHAL,PO Lamphelpat, Imphal West District,
Manipur, 795004",MBBS,OBC,OBC,Allotted
572,23358,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI,SWAMI RAMNAND TEERTH
RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED
MAHARASHTRA PIN-431517, Maharashtra, 431517",MBBS,OBC,OBC,Allotted
573,23359,All India,"GOVERNMENT MEDICAL COLLEGE, LATUR,Government Medical College, Latur,
Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra,
413512",MBBS,Open,OBC,Allotted
574,23363,All India,"Prafulla Chandra Sen Government Medical College & Hospital, Arambagh,Arambagh,
Hooghly, West Bengal, 712601",MBBS,OBC,OBC,Allotted
575,23364,All India,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh,
Chhattisgarh, 496001",MBBS,Open,General,Allotted
576,23366,All India,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya
Pradesh 480001, Madhya Pradesh, 480001",MBBS,OBC,OBC,Allotted
577,23367,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI,SWAMI RAMNAND TEERTH
RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED
MAHARASHTRA PIN-431517, Maharashtra, 431517",MBBS,OBC,OBC,Allotted
578,23368,All India,"GMERS Medical College, Porbandar,Nr. Maharani Rupaliba Lady Hospital, ST bus
station road, Porbandar, Gujarat, 360575",MBBS,Open,General,Allotted
579,23369,All India,"Chitradurga Medical College and Research Institute,P B Road Chitradurga, Karnataka,
577501",MBBS,Open,OBC,Allotted
580,23375,All India,"Government of Medical College and Hospital, Balasore,Remuna, Balasore, 756019,
Odisha, 756019",MBBS,OBC,OBC,Allotted
581,23377,All India,"Chandulal Chandrakar Memorial Government Medical College, Durg,Chandulal
Chandrakar Memorial Government Medical College, Kurud Road, Near Rungta College,
Kachandur, Chhattisgarh, 490024",MBBS,Open,General,Allotted
582,23381,All India,"Haveri Institute of Medical Sciences, Karnataka,First Floor MCH Block District Hospital,
Karnataka, 581110",MBBS,OBC,OBC,Allotted
583,23382,All India,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh,
Chhattisgarh, 496001",MBBS,OBC,OBC,Allotted
584,23383,All India,"Goverment Medical College And Hospital Jalgaon,GOVERNMENT MEDICAL
COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",MBBS,Open,General,Allotted
585,23385,All India,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL
CAMPUS, GONDIA., Maharashtra, 441601",MBBS,Open,General,Allotted
586,23386,All India,"Chitradurga Medical College and Research Institute,P B Road Chitradurga, Karnataka,
577501",MBBS,Open,OBC,Allotted
587,23387,All India,"Govt. Medical College and  Hospital, Chandrapur,GOVT. MEDICAL COLLEGE
CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,Open,General,Allotted
588,23388,All India,"GOVERNMENT MEDICAL COLLEGE, LATUR,Government Medical College, Latur,
Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra,
413512",MBBS,OBC,OBC,Allotted
589,23389,All India,"Government Medical College, Kanker, Chhattisgarh,GOVERNMENT MEDICAL
COLLEGE NANDANMARA KANKER, Chhattisgarh, 494334",MBBS,Open,OBC,Allotted
590,23392,All India,"Goverment Medical College And Hospital Jalgaon,GOVERNMENT MEDICAL
COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",MBBS,OBC,OBC,Allotted
591,23393,All India,"GOVERNMENT MEDICAL COLLEGE, AKOLA,Collector Office Road, Near Ashok
Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,OBC,OBC,Allotted
592,23396,All India,"Govt. Medical College and  Hospital, Chandrapur,GOVT. MEDICAL COLLEGE
CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,OBC,OBC,Allotted
593,23398,All India,"Jhargram Government Medical College and Hospital, West Bengal,Jhargram
Government Medical College and Hospital, Vidyasagarpally, Jhargram, West Bengal.,
West Bengal, 721507",MBBS,Open,OBC,Allotted
594,23399,All India,"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,
SATARA,GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA
DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,Open,OBC,Allotted
595,23400,All India,"Sri Jagannath Medical College & Hospital, Puri,BALIGUALI SAMANGARA PURI PIN
752004 (ODISHA), Odisha, 752004",MBBS,OBC,OBC,Allotted
596,23401,All India,"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odisha,At -
Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",MBBS,Open,OBC,Allotted
597,23402,All India,"Bhima Bhoi Medical College and Hospital , Balangir,PO - Rajendra College, District-
Balangir, Odisha., Odisha, 767002",MBBS,Open,OBC,Allotted
598,23404,All India,"Jorhat Medical College and Hospital, JORHAT,Kushal Konwar Path, Barbheta, Jorhat,
Assam, 785001, Assam, 785001",MBBS,OBC,OBC,Allotted
599,23405,All India,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL
CAMPUS, GONDIA., Maharashtra, 441601",MBBS,Open,OBC,Allotted
600,23406,All India,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL
CAMPUS, GONDIA., Maharashtra, 441601",MBBS,OBC,OBC,Allotted
601,23407,All India,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI,Chittapur Main Road,
Yadgiri., Karnataka, 585202",MBBS,OBC,OBC,Allotted
602,23409,All India,"Goverment Medical College And Hospital Jalgaon,GOVERNMENT MEDICAL
COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",MBBS,OBC,OBC,Allotted
603,23410,All India,"Jhargram Government Medical College and Hospital, West Bengal,Jhargram
Government Medical College and Hospital, Vidyasagarpally, Jhargram, West Bengal.,
West Bengal, 721507",MBBS,OBC,OBC,Allotted
604,23412,All India,"SILCHAR MEDICAL COLLEGE, SILCHER,PO Silchar Medical College, Silchar, Assam,
788014",MBBS,Open,OBC,Allotted
605,23414,All India,"Lakhimpur Medical College, North Lakhimpur, Assam,Chowkham Saboti North
LakhimpurLakhimpur, Assam, 787051",MBBS,Open,General,Allotted
606,23415,All India,"Pt. Raghunath Murmu Med. College, Baripada,Rangamatia , p.o-Sankhabhanga , Via-
Laxmiposi, Odisha, 757107",MBBS,Open,OBC,Allotted
607,23428,All India,"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,DISTRICT CIVIL
HOSPITAL CAMPUS SAKRI ROAD NANDURBAR, Maharashtra, 425412",MBBS,Open,OBC,Allotted
608,23429,All India,"Government Medical College, Sindhudurg,Dean Government Medical College
Sindhudurg, Maharashtra, 416812",MBBS,Open,OBC,Allotted
609,23439,All India,"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,
SATARA,GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA
DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,Open,General,Allotted
610,23440,All India,"Government Medical College and District General Hospital,Ratnagiri,Hodekar Road,
Udyamnagar, Patwardhanwadi, Ratnagiri, Maharashtra-415612, Maharashtra, 415612",MBBS,Open,General,Allotted
611,23441,All India,"Pt. Raghunath Murmu Med. College, Baripada,Rangamatia , p.o-Sankhabhanga , Via-
Laxmiposi, Odisha, 757107",MBBS,Open,OBC,Allotted
612,23444,All India,"Bhima Bhoi Medical College and Hospital , Balangir,PO - Rajendra College, District-
Balangir, Odisha., Odisha, 767002",MBBS,OBC,OBC,Allotted
613,23449,All India,"Dhubri Medical College, Assam,P.O. Jhagrarpar SPO, Dhubri, Assam, PIN - 783325,
Assam, 783325",MBBS,Open,OBC,Allotted
