COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
"Maharaja Institute of Medical Sciences, Vizianagaram",49698,1205180086,569,F,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",49869,1201040298,568,M,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",50058,1224060022,568,F,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",50066,1201100217,568,M,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",50696,1201050242,567,F,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",50821,1228030051,567,F,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",51168,1205120344,567,M,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",51346,4219050131,566,F,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",51463,1229010075,566,F,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",51694,1220080090,566,F,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",51699,1206010006,566,M,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",52134,1201030203,565,M,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",52196,1201020173,565,M,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",52270,1205200239,565,M,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",52380,1224030375,565,M,OC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",53937,1229030034,563,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",55620,1206060328,561,F,BCD,OU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",60535,1206030380,554,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",60836,1228030185,554,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",64778,1206050351,549,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",64895,1206160307,549,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",66788,1206140188,546,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",66869,1225030198,546,M,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",68647,1204030228,544,M,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",68678,1206020089,544,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",69345,1205160304,543,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",70980,1206090364,541,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",71165,1205230053,541,M,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",71493,4201500269,541,M,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",71510,1205130492,541,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",71637,1205080394,541,M,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",71748,1205050184,541,M,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",71827,1228010301,540,M,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",72203,1206080449,540,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",72393,1205030643,540,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",72651,1205020121,539,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",72821,1205080505,539,F,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",72823,1206160232,539,M,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",72866,1206060475,539,M,BCD,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",88014,4201250455,522,M,BCB,OU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",88535,1201020213,521,M,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",88593,1228040208,521,M,BCC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",89323,1206010687,520,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",91227,1205020827,518,F,BCC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",91437,1206060415,518,F,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",92045,1229020125,517,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",93365,1229020164,516,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",94932,1228040015,514,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",95454,1206070203,514,M,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",95561,1205200299,514,M,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",96034,1205170232,513,M,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",97663,1228040164,511,M,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",97922,1228030170,511,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",98358,1205170079,511,M,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",98630,1206130169,510,M,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",98665,1205140459,510,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",98670,1206150157,510,M,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",98964,1205020639,510,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",99291,1205110295,510,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",99599,1206050477,509,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",99679,1205160156,509,F,BCB,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",100511,1228020096,508,F,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",100881,1224010288,508,F,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",101533,1205190023,507,F,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",101563,1228020145,507,F,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",104632,1205120382,504,M,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",105408,1220080214,503,F,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",105442,1206050325,503,M,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",105766,1228040014,503,M,BCA,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",109380,1228040102,499,F,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",134368,1201030188,475,M,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",135812,1224040195,474,M,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",138587,1201030016,471,M,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",138592,1224030285,471,F,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",141647,1206150032,469,M,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",141834,1222030097,468,F,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",141970,1205100243,468,F,BCE,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",142203,1224030019,468,F,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",143181,1205230033,467,F,BCE,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",144137,1224010506,466,M,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",145182,1205220008,465,M,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",145232,4201070330,465,M,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",145600,1205030281,465,F,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",146590,1228030096,464,F,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",146625,1201050366,464,F,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",147487,1206030335,463,F,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",147880,1220010618,463,M,BCE,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",148557,1205040045,462,M,BCE,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",155920,4208020103,456,M,ST,OU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",177744,1222040178,438,F,SC,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",189737,1201090092,429,F,ST,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",190538,1205160272,428,F,ST,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",194511,1201060370,425,F,ST,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",195016,1205170037,425,F,ST,AU,P1,NO
"Maharaja Institute of Medical Sciences, Vizianagaram",851324,1229010053,168,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",23460,1228040047,610,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",29284,1224030366,600,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",33169,1205080404,593,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",37486,1228010143,586,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",39322,1224030133,583,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",40398,1205090263,582,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",40678,1206010049,581,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",40753,1229050188,581,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",41527,1205020183,580,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",41836,1224020296,580,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",41971,1224030195,580,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",42208,1205080358,579,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",42292,1205120358,579,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",42432,1228040163,579,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",42629,1205120043,579,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",42645,1223020264,579,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",42777,1205060517,578,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",42819,1220010414,578,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",42835,1206110043,578,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43015,1205030786,578,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43056,1206060532,578,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43165,1224050069,578,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43393,1224040093,577,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43420,1205180077,577,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43450,1205240195,577,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43528,1205070578,577,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43532,1206060153,577,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43631,1201080237,577,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43663,1205130305,577,M,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43816,1201050305,577,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",43960,1205120410,577,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",44266,1228040158,576,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",44660,1220030237,576,F,OC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",45960,1224040098,574,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",51067,1220020130,567,M,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",51716,1206160292,566,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",52080,1224040125,565,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",53030,1206110200,564,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",55164,1205260205,561,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",55533,1205150114,561,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",56979,1206120092,559,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",57467,1229030098,558,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",57480,1206080402,558,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",57602,1225010144,558,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",57642,1225010427,558,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",58049,1205070376,558,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",58137,1206020068,557,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",58275,1229060038,557,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",58955,1206090271,556,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",59099,1214010213,556,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",59141,1205090424,556,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",59751,1206130171,555,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",59817,1206010220,555,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",60189,1206060239,555,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",60638,1224080214,554,M,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",60765,1225020084,554,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",60905,1205110206,554,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",61420,1206160304,553,F,BCD,AU,P1,NO
"GSL Medical College, Rajamahendravaram",63230,1206050304,551,F,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",68780,4410060464,544,F,BCB,APNL,P1,NO
"GSL Medical College, Rajamahendravaram",70239,1222020382,542,M,BCC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",77463,1220060192,534,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",78587,1220040075,532,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",78728,1205250096,532,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",79433,1224010049,531,M,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",80262,1228040200,530,M,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",80413,4201350096,530,M,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",81405,1220020129,529,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",81517,1206030152,529,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",82195,1220010519,528,M,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",82698,1224040173,528,M,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",82954,1224040222,527,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",83074,1224020215,527,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",83480,1220011041,527,M,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",83587,1224080165,527,M,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",84244,1216020213,526,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",84947,1216030178,525,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",85178,1205050212,525,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",86590,1206060040,523,M,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",86609,1220010882,523,F,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",86619,1225050201,523,M,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",86643,1205040746,523,F,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",88369,1220050229,521,F,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",88431,1228010224,521,M,BCB,AU,P1,NO
"GSL Medical College, Rajamahendravaram",88448,1206050478,521,M,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",89263,1206090347,520,F,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",90212,1213010296,519,F,BCA,AU,P1,NO
"GSL Medical College, Rajamahendravaram",106476,1205050592,502,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",116230,1222040286,492,F,BCE,AU,P1,NO
"GSL Medical College, Rajamahendravaram",117005,1224060006,492,F,BCE,AU,P1,NO
"GSL Medical College, Rajamahendravaram",120918,1201100076,488,F,BCE,AU,P1,NO
"GSL Medical College, Rajamahendravaram",121757,1205030565,487,F,SC,APNL,P1,NO
"GSL Medical College, Rajamahendravaram",122745,1224020242,486,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",123158,1228040117,486,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",126734,1205220379,482,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",126838,1205070193,482,M,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",126847,1205180408,482,M,BCE,AU,P1,NO
"GSL Medical College, Rajamahendravaram",127734,1205040015,481,M,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",127747,4201040451,481,M,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",127805,1220010131,481,M,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",128133,1205090185,481,M,BCE,AU,P1,NO
"GSL Medical College, Rajamahendravaram",128233,1224060262,481,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",129163,1205050405,480,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",129350,1205200014,480,F,BCE,AU,P1,NO
"GSL Medical College, Rajamahendravaram",130225,1206060123,479,M,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",131129,1220030255,478,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",131864,1220010954,478,M,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",132098,1205050449,477,F,BCE,AU,P1,NO
"GSL Medical College, Rajamahendravaram",132238,1220070240,477,M,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",132314,1220020246,477,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",132394,1205020148,477,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",133160,1229030187,476,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",133184,1206130271,476,M,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",134114,1224020224,475,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",139539,1205040434,470,M,ST,OU,P1,NO
"GSL Medical College, Rajamahendravaram",178804,1205100158,437,F,ST,AU,P1,NO
"GSL Medical College, Rajamahendravaram",181451,1206010160,435,M,ST,AU,P1,NO
"GSL Medical College, Rajamahendravaram",182900,1205190416,434,F,ST,AU,P1,NO
"GSL Medical College, Rajamahendravaram",183122,1205050684,434,M,ST,AU,P1,NO
"GSL Medical College, Rajamahendravaram",184061,1206020601,433,M,ST,AU,P1,NO
"GSL Medical College, Rajamahendravaram",240523,1206140243,393,F,SC,AU,P1,NO
"GSL Medical College, Rajamahendravaram",440803,1229050134,291,F,ST,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",41382,1220030003,580,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",41563,1209010243,580,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",43619,1206020405,577,M,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",45911,1229060123,574,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",46319,1206030578,573,M,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",46553,1220010064,573,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",47059,1201120231,572,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",47213,1220040056,572,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",47571,1205010204,572,M,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",48736,1205220091,570,M,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",48883,1535010002,570,M,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",48936,1205190167,570,M,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",49064,4201170045,570,M,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",49230,1208020369,569,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",49514,1208020293,569,M,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",49867,1205180188,568,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",50286,1201020270,568,M,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",50331,1206020594,568,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",50507,1205120198,568,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",50627,1229030022,567,F,OC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",53468,1206120136,564,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",54026,1208010189,563,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",55097,1204050128,561,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",62387,1205240275,552,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",64157,1205160106,550,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",64407,4201170338,550,M,BCB,OU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",64927,1206090406,549,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",64941,1206050494,549,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",65289,1206130186,548,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",65399,1206160482,548,M,BCA,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",65450,1229040211,548,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",66331,1205040022,547,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",66826,1206070240,546,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",66886,1229040123,546,F,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",66993,1222040188,546,M,BCD,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",70658,4201160503,542,F,BCB,OU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",79430,1205090355,531,F,BCB,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",86705,1206020373,523,F,BCA,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",88692,1228030192,521,M,BCA,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",92231,1229020192,517,M,BCB,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",93049,1206060162,516,F,BCB,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",94092,1205100210,515,F,BCB,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",94135,1220010229,515,M,BCB,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",97293,4219040230,512,M,BCC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",97645,1228040088,511,F,BCB,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",98083,1206140228,511,F,BCB,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",98922,1205180129,510,F,BCA,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",99245,1201030358,510,M,BCB,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",99697,1206140239,509,F,BCB,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",100527,1205120235,508,M,BCA,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",106199,1201070363,502,F,BCA,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",106347,1206090055,502,F,BCA,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",118578,1206140022,490,F,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",119558,1206060291,489,F,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",124046,1206160068,485,F,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",125715,1225010477,483,M,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",134912,4201510023,475,M,BCE,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",135393,1205120359,474,F,BCE,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",136268,1201010471,473,F,BCE,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",136394,1201050049,473,M,BCE,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",137322,1228020111,472,F,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",137547,1206110304,472,M,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",138471,1205020376,471,M,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",140830,1206050123,469,F,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",142961,1201020182,467,F,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",143014,1201090020,467,F,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",143305,1216020089,467,F,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",144146,1205100060,466,F,SC,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",154505,4220010299,457,M,ST,OU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",189241,1205020692,429,M,ST,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",192553,1205150014,427,F,ST,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",195866,1205230204,424,F,ST,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",198521,1205090048,422,F,ST,AU,P1,NO
"NRI Institute of Medical Sciences, Visakhapatnam",380599,1201060281,317,M,SC,AU,P1,NO
"Great Eastern Medical School and Hospital , Srikakulam",45018,1228010063,575,M,OC,AU,P1,NO
"Great Eastern Medical School and Hospital , Srikakulam",46369,1206080264,573,F,OC,AU,P1,NO
"Great Eastern Medical School and Hospital , Srikakulam",46616,1206080068,573,F,OC,AU,P1,NO
