,COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
247,"GITAM Dental College and Hospital, Visakhapatnam",261548,1201050103,380,M,ST,AU,P1,NO
248,"GITAM Dental College and Hospital, Visakhapatnam",271388,1206060379,374,F,ST,AU,P1,NO
249,"Government Dental College and Hospital, Kadapa",73581,1205110082,538,F,OC,SVU,P1,NO
250,"Government Dental College and Hospital, Kadapa",75565,1205090024,536,F,OC,SVU,P1,NO
251,"Government Dental College and Hospital, Kadapa",77037,1203040240,534,M,OC,SVU,P1,NO
252,"Government Dental College and Hospital, Kadapa",82240,1206070017,528,M,BCD,AU,P1,NO
253,"Government Dental College and Hospital, Kadapa",82927,1204040202,527,F,OC,SVU,P1,NO
254,"Government Dental College and Hospital, Kadapa",83948,1205210159,526,F,OC,SVU,P1,NO
255,"Government Dental College and Hospital, Kadapa",86654,1225040188,523,F,BCD,AU,P1,NO
256,"Government Dental College and Hospital, Kadapa",87561,1204020559,522,M,OC,SVU,P1,NO
257,"Government Dental College and Hospital, Kadapa",87601,1205200269,522,M,OC,SVU,P1,NO
258,"Government Dental College and Hospital, Kadapa",96047,1203050165,513,M,OC,SVU,P1,NO
259,"Government Dental College and Hospital, Kadapa",106654,1204030353,502,M,OC,SVU,P1,NO
260,"Government Dental College and Hospital, Kadapa",111255,1205170199,497,F,BCB,AU,P1,NO
261,"Government Dental College and Hospital, Kadapa",113848,1203040589,495,F,OC,SVU,P1,NO
262,"Government Dental College and Hospital, Kadapa",114261,1219020578,494,F,OC,SVU,P1,NO
263,"Government Dental College and Hospital, Kadapa",114652,1203060117,494,F,OC,SVU,P1,NO
264,"Government Dental College and Hospital, Kadapa",114881,4204020019,494,F,BCB,SVU,P1,NO
265,"Government Dental College and Hospital, Kadapa",115360,1205110185,493,M,BCA,AU,P1,NO
266,"Government Dental College and Hospital, Kadapa",115468,1203060870,493,M,BCB,SVU,P1,NO
267,"Government Dental College and Hospital, Kadapa",117380,1205040085,491,F,OC,SVU,P1,NO
268,"Government Dental College and Hospital, Kadapa",119888,1222040061,489,F,BCB,SVU,P1,NO
269,"Government Dental College and Hospital, Kadapa",120080,1204030412,489,F,OC,SVU,P1,NO
270,"Government Dental College and Hospital, Kadapa",120592,1204030105,488,M,BCA,SVU,P1,NO
271,"Government Dental College and Hospital, Kadapa",120995,1204010153,488,M,OC,SVU,P1,NO
272,"Government Dental College and Hospital, Kadapa",121598,1205050167,487,F,BCA,SVU,P1,NO
273,"Government Dental College and Hospital, Kadapa",122504,1203010230,486,F,OC,SVU,P1,NO
274,"Government Dental College and Hospital, Kadapa",123598,1205090140,485,F,BCB,SVU,P1,NO
275,"Government Dental College and Hospital, Kadapa",123620,1204050325,485,F,BCD,SVU,P1,NO
276,"Government Dental College and Hospital, Kadapa",124106,4219020440,485,F,OC,SVU,P1,NO
277,"Government Dental College and Hospital, Kadapa",124653,1204030043,484,F,OC,SVU,P1,NO
278,"Government Dental College and Hospital, Kadapa",124876,1204070145,484,F,BCD,SVU,P1,NO
279,"Government Dental College and Hospital, Kadapa",124956,1203060728,484,F,BCA,SVU,P1,NO
280,"Government Dental College and Hospital, Kadapa",125682,1205020180,483,F,BCB,SVU,P1,NO
281,"Government Dental College and Hospital, Kadapa",125877,1212020111,483,F,OC,SVU,P1,NO
282,"Government Dental College and Hospital, Kadapa",126743,1205020323,482,F,BCD,SVU,P1,NO
283,"Government Dental College and Hospital, Kadapa",127733,4201170030,481,M,BCD,SVU,P1,NO
284,"Government Dental College and Hospital, Kadapa",127851,1205020051,481,M,BCD,SVU,P1,NO
285,"Government Dental College and Hospital, Kadapa",128015,1204030116,481,M,BCA,SVU,P1,NO
286,"Government Dental College and Hospital, Kadapa",128816,1205030870,480,F,OC,SVU,P1,NO
287,"Government Dental College and Hospital, Kadapa",130195,1205170224,479,F,OC,SVU,P1,NO
288,"Government Dental College and Hospital, Kadapa",131187,2712020816,478,M,BCB,SVU,P1,NO
289,"Government Dental College and Hospital, Kadapa",132270,1205220378,477,F,BCB,SVU,P1,NO
290,"Government Dental College and Hospital, Kadapa",134164,1205190102,475,M,OC,SVU,P1,NO
291,"Government Dental College and Hospital, Kadapa",135521,1205190055,474,F,BCA,SVU,P1,NO
292,"Government Dental College and Hospital, Kadapa",136496,1205030310,473,F,BCD,SVU,P1,NO
293,"Government Dental College and Hospital, Kadapa",137448,1205150058,472,M,BCB,SVU,P1,NO
294,"Government Dental College and Hospital, Kadapa",137490,1205050129,472,F,BCA,SVU,P1,NO
295,"Government Dental College and Hospital, Kadapa",139752,1219020091,470,F,BCA,SVU,P1,NO
296,"Government Dental College and Hospital, Kadapa",140285,1219030091,470,M,BCB,SVU,P1,NO
297,"Government Dental College and Hospital, Kadapa",140744,1204050420,469,F,BCE,SVU,P1,NO
298,"Government Dental College and Hospital, Kadapa",140949,1202050203,469,F,BCA,SVU,P1,NO
299,"Government Dental College and Hospital, Kadapa",141901,1204050215,468,F,BCD,SVU,P1,NO
300,"Government Dental College and Hospital, Kadapa",141963,1203040214,468,M,BCA,SVU,P1,NO
301,"Government Dental College and Hospital, Kadapa",143071,4204010333,467,F,BCB,SVU,P1,NO
302,"Government Dental College and Hospital, Kadapa",143222,1202030612,467,M,BCA,SVU,P1,NO
303,"Government Dental College and Hospital, Kadapa",143831,1229040081,467,F,BCB,SVU,P1,NO
304,"Government Dental College and Hospital, Kadapa",147651,1205200067,463,M,BCB,SVU,P1,NO
305,"Government Dental College and Hospital, Kadapa",148814,1205200120,462,M,BCE,SVU,P1,NO
306,"Government Dental College and Hospital, Kadapa",150977,1205120115,460,F,BCE,SVU,P1,NO
307,"Government Dental College and Hospital, Kadapa",156825,1204070139,455,F,BCB,SVU,P1,NO
308,"Government Dental College and Hospital, Kadapa",157979,1221020525,455,M,BCD,SVU,P1,NO
309,"Government Dental College and Hospital, Kadapa",158788,1205060426,454,M,BCD,SVU,P1,NO
310,"Government Dental College and Hospital, Kadapa",160575,1203040205,452,F,BCC,SVU,P1,NO
311,"Government Dental College and Hospital, Kadapa",160714,1203060398,452,F,BCD,SVU,P1,NO
312,"Government Dental College and Hospital, Kadapa",160939,1219020245,452,F,BCB,SVU,P1,NO
313,"Government Dental College and Hospital, Kadapa",163092,1215030019,450,F,SC,SVU,P1,NO
314,"Government Dental College and Hospital, Kadapa",164113,1205120435,449,M,BCD,SVU,P1,NO
315,"Government Dental College and Hospital, Kadapa",164164,1204050230,449,F,SC,SVU,P1,NO
316,"Government Dental College and Hospital, Kadapa",164638,1202040336,449,F,BCB,SVU,P1,NO
317,"Government Dental College and Hospital, Kadapa",165253,1203010686,448,F,SC,SVU,P1,NO
318,"Government Dental College and Hospital, Kadapa",165340,1205010237,448,M,SC,SVU,P1,NO
319,"Government Dental College and Hospital, Kadapa",165380,1219030132,448,M,SC,SVU,P1,NO
320,"Government Dental College and Hospital, Kadapa",166791,1205010447,447,M,SC,SVU,P1,NO
321,"Government Dental College and Hospital, Kadapa",168947,1202040124,445,F,SC,SVU,P1,NO
322,"Government Dental College and Hospital, Kadapa",170282,1203060797,444,M,SC,SVU,P1,NO
323,"Government Dental College and Hospital, Kadapa",171537,1203050070,443,F,SC,SVU,P1,NO
324,"Government Dental College and Hospital, Kadapa",172542,1203060092,442,M,SC,SVU,P1,NO
325,"Government Dental College and Hospital, Kadapa",180160,1205030410,436,F,SC,SVU,P1,NO
326,"Government Dental College and Hospital, Kadapa",185970,1202060244,432,M,SC,SVU,P1,NO
327,"Government Dental College and Hospital, Kadapa",186611,1205010899,431,M,SC,SVU,P1,NO
328,"Government Dental College and Hospital, Kadapa",211142,1205010798,413,M,ST,AU,P1,NO
329,"Government Dental College and Hospital, Kadapa",225804,1204010896,403,M,ST,SVU,P1,NO
330,"Government Dental College and Hospital, Kadapa",240565,1203040122,393,F,ST,SVU,P1,NO
331,"Government Dental College and Hospital, Kadapa",244128,1203060599,391,M,ST,SVU,P1,NO
332,"Government Dental College and Hospital, Kadapa",269605,1205240182,375,F,ST,SVU,P1,NO
333,"Government Dental College and Hospital, Vijayawada",64028,1205030470,550,M,OC,AU,P1,NO
334,"Government Dental College and Hospital, Vijayawada",65072,1205150091,549,M,OC,AU,P1,NO
335,"Government Dental College and Hospital, Vijayawada",65316,1201060066,548,F,OC,AU,P1,NO
336,"Government Dental College and Hospital, Vijayawada",72893,1205170425,539,F,OC,SVU,P1,NO
337,"Government Dental College and Hospital, Vijayawada",73177,1220010650,539,M,OC,AU,P1,NO
338,"Government Dental College and Hospital, Vijayawada",73475,1228010090,538,M,OC,AU,P1,NO
339,"Government Dental College and Hospital, Vijayawada",77300,1201050380,534,F,OC,AU,P1,NO
340,"Government Dental College and Hospital, Vijayawada",77931,4204010372,533,F,OC,AU,P1,NO
341,"Government Dental College and Hospital, Vijayawada",80016,1205190009,531,F,OC,AU,P1,NO
342,"Government Dental College and Hospital, Vijayawada",80293,1201120278,530,F,OC,AU,P1,NO
343,"Government Dental College and Hospital, Vijayawada",83227,1206030545,527,F,BCD,AU,P1,NO
344,"Government Dental College and Hospital, Vijayawada",83996,1212050166,526,F,OC,SVU,P1,NO
345,"Government Dental College and Hospital, Vijayawada",90404,1204030432,519,F,OC,SVU,P1,NO
346,"Government Dental College and Hospital, Vijayawada",110085,1225010277,498,M,BCA,AU,P1,NO
347,"Government Dental College and Hospital, Vijayawada",111015,1205110373,497,F,BCB,AU,P1,NO
348,"Government Dental College and Hospital, Vijayawada",111207,1201030500,497,M,BCB,AU,P1,NO
349,"Government Dental College and Hospital, Vijayawada",119404,1204040532,489,F,BCD,SVU,P1,NO
350,"Government Dental College and Hospital, Vijayawada",123650,1204040297,485,F,BCA,SVU,P1,NO
351,"Government Dental College and Hospital, Vijayawada",159484,1205020061,453,F,SC,AU,P1,NO
352,"Government Dental College and Hospital, Vijayawada",160523,1205040307,452,F,SC,AU,P1,NO
353,"Government Dental College and Hospital, Vijayawada",160562,1205110161,452,F,SC,AU,P1,NO
354,"Government Dental College and Hospital, Vijayawada",164024,2712120116,449,M,SC,SVU,P1,NO
355,"Government Dental College and Hospital, Vijayawada",168050,4203010053,446,F,OC,OU,P1,NO
356,"Government Dental College and Hospital, Vijayawada",201545,4201090145,420,F,OC,OU,P1,NO
357,"Government Dental College and Hospital, Vijayawada",204375,4219010293,418,F,BCD,OU,P1,NO
358,"Government Dental College and Hospital, Vijayawada",212642,4208040456,412,M,BCD,OU,P1,NO
359,"Government Dental College and Hospital, Vijayawada",213111,1208020088,412,F,ST,AU,P1,NO
360,"Government Dental College and Hospital, Vijayawada",240548,4220070005,393,F,BCE,OU,P1,NO
361,"Government Dental College and Hospital, Vijayawada",269974,4201080479,375,F,SC,OU,P1,NO
362,"Government Dental College and Hospital, Vijayawada",276638,4206020125,371,F,ST,OU,P1,NO
363,"Government Dental College and Hospital, Vijayawada",278637,1205150337,370,F,BCB,OUAPNL,P1,NO
364,"Government Dental College and Hospital, Vijayawada",283583,4208080234,367,F,BCD,OU,P1,NO
365,"Government Dental College and Hospital, Vijayawada",329770,4222010369,342,M,BCE,OU,P1,NO
366,"Government Dental College and Hospital, Vijayawada",407380,4203030055,305,F,BCA,OU,P1,NO
367,"GSL Dental College and Hospital, Rajamahendravaram",96136,1201010436,513,F,BCD,AU,P1,NO
368,"GSL Dental College and Hospital, Rajamahendravaram",100521,1224020437,508,M,OC,AU,P1,NO
369,"GSL Dental College and Hospital, Rajamahendravaram",110142,1206050377,498,F,BCD,AU,P1,NO
370,"GSL Dental College and Hospital, Rajamahendravaram",115409,1224060036,493,F,BCD,AU,P1,NO
371,"GSL Dental College and Hospital, Rajamahendravaram",116848,1220070187,492,M,OC,AU,P1,NO
372,"GSL Dental College and Hospital, Rajamahendravaram",118463,1205140365,490,M,BCD,AU,P1,NO
373,"GSL Dental College and Hospital, Rajamahendravaram",124374,1205270282,485,M,BCA,AU,P1,NO
374,"GSL Dental College and Hospital, Rajamahendravaram",134272,1206020377,475,F,BCB,AU,P1,NO
375,"GSL Dental College and Hospital, Rajamahendravaram",139633,1224040281,470,F,OC,AU,P1,NO
376,"GSL Dental College and Hospital, Rajamahendravaram",144062,1201010126,466,F,OC,AU,P1,NO
377,"GSL Dental College and Hospital, Rajamahendravaram",144648,1201080129,466,F,OC,AU,P1,NO
378,"GSL Dental College and Hospital, Rajamahendravaram",148377,1224010084,463,F,OC,AU,P1,NO
379,"GSL Dental College and Hospital, Rajamahendravaram",148631,1220040024,462,M,BCA,AU,P1,NO
380,"GSL Dental College and Hospital, Rajamahendravaram",148748,1205040068,462,F,OC,AU,P1,NO
381,"GSL Dental College and Hospital, Rajamahendravaram",155699,1216020327,456,M,OC,AU,P1,NO
382,"GSL Dental College and Hospital, Rajamahendravaram",155949,1205060167,456,F,BCD,AU,P1,NO
383,"GSL Dental College and Hospital, Rajamahendravaram",155961,1224030361,456,F,OC,AU,P1,NO
384,"GSL Dental College and Hospital, Rajamahendravaram",156173,1205090345,456,F,OC,AU,P1,NO
385,"GSL Dental College and Hospital, Rajamahendravaram",158200,1205200146,454,F,BCD,AU,P1,NO
386,"GSL Dental College and Hospital, Rajamahendravaram",169404,1201040156,445,M,BCD,AU,P1,NO
387,"GSL Dental College and Hospital, Rajamahendravaram",175020,1205050090,440,M,SC,AU,P1,NO
388,"GSL Dental College and Hospital, Rajamahendravaram",175040,1205150313,440,M,BCB,SVU,P1,NO
389,"GSL Dental College and Hospital, Rajamahendravaram",177660,1205200201,438,M,BCD,AU,P1,NO
390,"GSL Dental College and Hospital, Rajamahendravaram",181345,1228020212,435,F,BCD,AU,P1,NO
391,"GSL Dental College and Hospital, Rajamahendravaram",182204,1205170164,435,F,BCD,AU,P1,NO
392,"GSL Dental College and Hospital, Rajamahendravaram",184364,1205100181,433,F,BCA,AU,P1,NO
393,"GSL Dental College and Hospital, Rajamahendravaram",186605,1228010032,431,F,SC,AU,P1,NO
394,"GSL Dental College and Hospital, Rajamahendravaram",188331,1228010231,430,F,BCD,AU,P1,NO
395,"GSL Dental College and Hospital, Rajamahendravaram",194002,1224040226,426,F,SC,AU,P1,NO
396,"GSL Dental College and Hospital, Rajamahendravaram",198110,1201050208,423,M,BCE,AU,P1,NO
397,"GSL Dental College and Hospital, Rajamahendravaram",198459,1205140420,423,F,BCD,AU,P1,NO
398,"GSL Dental College and Hospital, Rajamahendravaram",198534,1224050014,422,F,BCE,AU,P1,NO
399,"GSL Dental College and Hospital, Rajamahendravaram",198946,1206160235,422,F,BCD,AU,P1,NO
400,"GSL Dental College and Hospital, Rajamahendravaram",199020,1206060187,422,F,BCB,AU,P1,NO
401,"GSL Dental College and Hospital, Rajamahendravaram",199570,1206030619,422,F,BCA,AU,P1,NO
402,"GSL Dental College and Hospital, Rajamahendravaram",201270,1224080035,420,F,BCD,AU,P1,NO
403,"GSL Dental College and Hospital, Rajamahendravaram",204168,1228020001,418,M,SC,AU,P1,NO
404,"GSL Dental College and Hospital, Rajamahendravaram",204207,1213010615,418,F,SC,AU,P1,NO
405,"GSL Dental College and Hospital, Rajamahendravaram",204366,1205020190,418,M,BCB,AU,P1,NO
406,"GSL Dental College and Hospital, Rajamahendravaram",205459,1224040132,417,F,SC,AU,P1,NO
407,"GSL Dental College and Hospital, Rajamahendravaram",207199,1220030064,416,F,SC,AU,P1,NO
408,"GSL Dental College and Hospital, Rajamahendravaram",208790,1205270056,415,F,BCB,AU,P1,NO
409,"GSL Dental College and Hospital, Rajamahendravaram",209965,1206070146,414,F,BCB,AU,P1,NO
410,"GSL Dental College and Hospital, Rajamahendravaram",224092,1205080294,404,M,BCA,AU,P1,NO
411,"GSL Dental College and Hospital, Rajamahendravaram",225992,1220020402,403,F,BCA,AU,P1,NO
412,"GSL Dental College and Hospital, Rajamahendravaram",227174,1205130008,402,F,BCA,AU,P1,NO
413,"GSL Dental College and Hospital, Rajamahendravaram",245618,1224080019,390,M,ST,AU,P1,NO
414,"GSL Dental College and Hospital, Rajamahendravaram",301259,1202020210,357,F,ST,AU,P1,NO
415,"GSL Dental College and Hospital, Rajamahendravaram",341465,1205040166,336,M,ST,AU,P1,NO
416,"KIMS Dental College and Hospital, Amalapuram",107177,1227010020,501,F,OC,AU,P1,NO
418,"KIMS Dental College and Hospital, Amalapuram",133220,1205020886,476,F,OC,AU,P1,NO
419,"KIMS Dental College and Hospital, Amalapuram",156980,1220080179,455,F,BCB,AU,P1,NO
420,"KIMS Dental College and Hospital, Amalapuram",160813,1205160225,452,F,BCB,AU,P1,NO
421,"KIMS Dental College and Hospital, Amalapuram",163054,1212030252,450,M,BCA,SVU,P1,NO
422,"KIMS Dental College and Hospital, Amalapuram",167609,1205040141,446,F,BCB,AU,P1,NO
423,"KIMS Dental College and Hospital, Amalapuram",167652,1205010877,446,M,BCD,AU,P1,NO
424,"KIMS Dental College and Hospital, Amalapuram",167874,4201180325,446,F,BCD,AU,P1,NO
425,"KIMS Dental College and Hospital, Amalapuram",169349,4206010396,445,M,OC,AU,P1,NO
426,"KIMS Dental College and Hospital, Amalapuram",172575,1204010048,442,F,BCD,SVU,P1,NO
427,"KIMS Dental College and Hospital, Amalapuram",174354,1224050263,441,F,OC,AU,P1,NO
428,"KIMS Dental College and Hospital, Amalapuram",175886,4201040459,440,F,OC,AU,P1,NO
429,"KIMS Dental College and Hospital, Amalapuram",175949,1205100372,440,F,OC,AU,P1,NO
430,"KIMS Dental College and Hospital, Amalapuram",176511,1205230012,439,F,OC,AU,P1,NO
431,"KIMS Dental College and Hospital, Amalapuram",192255,1202060513,427,M,BCB,SVU,P1,NO
432,"KIMS Dental College and Hospital, Amalapuram",201411,1216010322,420,F,BCD,AU,P1,NO
433,"KIMS Dental College and Hospital, Amalapuram",202893,1224060175,419,F,SC,AU,P1,NO
434,"KIMS Dental College and Hospital, Amalapuram",208636,1224050109,415,F,BCA,AU,P1,NO
435,"KIMS Dental College and Hospital, Amalapuram",221250,1205050264,406,F,SC,AU,P1,NO
436,"KIMS Dental College and Hospital, Amalapuram",222977,1205200355,405,F,SC,AU,P1,NO
437,"KIMS Dental College and Hospital, Amalapuram",224150,1205230296,404,F,BCE,AU,P1,NO
438,"KIMS Dental College and Hospital, Amalapuram",224837,1224030437,404,F,BCB,AU,P1,NO
439,"KIMS Dental College and Hospital, Amalapuram",228510,1206120045,401,F,BCD,AU,P1,NO
440,"KIMS Dental College and Hospital, Amalapuram",230237,1225050103,400,F,BCD,AU,P1,NO
441,"KIMS Dental College and Hospital, Amalapuram",232243,1205060113,399,F,SC,AU,P1,NO
442,"KIMS Dental College and Hospital, Amalapuram",232961,1209010430,398,M,BCE,AU,P1,NO
443,"KIMS Dental College and Hospital, Amalapuram",235845,1205090292,396,M,SC,AU,P1,NO
444,"KIMS Dental College and Hospital, Amalapuram",236637,1225010237,396,F,BCA,AU,P1,NO
445,"KIMS Dental College and Hospital, Amalapuram",236648,1224080116,396,F,BCA,AU,P1,NO
446,"KIMS Dental College and Hospital, Amalapuram",237660,1201040270,395,F,SC,AU,P1,NO
447,"KIMS Dental College and Hospital, Amalapuram",238292,1205140026,395,F,BCB,AU,P1,NO
448,"KIMS Dental College and Hospital, Amalapuram",241650,1205090103,393,M,SC,AU,P1,NO
449,"KIMS Dental College and Hospital, Amalapuram",241980,1214010411,392,F,SC,AU,P1,NO
450,"KIMS Dental College and Hospital, Amalapuram",242119,1205240209,392,F,SC,AU,P1,NO
451,"KIMS Dental College and Hospital, Amalapuram",242258,1205160163,392,F,SC,AU,P1,NO
452,"KIMS Dental College and Hospital, Amalapuram",242470,1205270200,392,F,BCD,AU,P1,NO
453,"KIMS Dental College and Hospital, Amalapuram",243639,1206160431,391,F,BCD,AU,P1,NO
454,"KIMS Dental College and Hospital, Amalapuram",243737,1214010422,391,F,BCB,AU,P1,NO
455,"KIMS Dental College and Hospital, Amalapuram",243893,1205210176,391,M,BCA,AU,P1,NO
456,"KIMS Dental College and Hospital, Amalapuram",246581,1206010211,390,F,BCD,AU,P1,NO
457,"KIMS Dental College and Hospital, Amalapuram",248419,1220060201,388,F,BCB,AU,P1,NO
458,"KIMS Dental College and Hospital, Amalapuram",251572,1229010255,386,F,BCB,AU,P1,NO
460,"KIMS Dental College and Hospital, Amalapuram",263116,1205200139,379,F,BCB,AU,P1,NO
461,"KIMS Dental College and Hospital, Amalapuram",264946,1206010427,378,F,OC,AU,P1,NO
462,"KIMS Dental College and Hospital, Amalapuram",266367,1201080245,377,M,BCB,AU,P1,NO
463,"KIMS Dental College and Hospital, Amalapuram",368632,1205120229,323,M,ST,AU,P1,NO
464,"KIMS Dental College and Hospital, Amalapuram",380062,1206020480,318,F,ST,AU,P1,NO
465,"KIMS Dental College and Hospital, Amalapuram",387623,1220010334,314,F,ST,AU,P1,NO
466,"Lenora Institute of Dental Sciences, Rajamahendravaram",101049,1206060391,508,F,BCD,AU,P1,NO
467,"Lenora Institute of Dental Sciences, Rajamahendravaram",147771,1224080018,463,F,OC,AU,P1,NO
468,"Lenora Institute of Dental Sciences, Rajamahendravaram",154466,1224070209,457,F,BCB,AU,P1,NO
469,"Lenora Institute of Dental Sciences, Rajamahendravaram",155421,1205010808,457,M,BCC,APNL,P1,NO
470,"Lenora Institute of Dental Sciences, Rajamahendravaram",156351,1201080342,456,F,OC,AU,P1,NO
471,"Lenora Institute of Dental Sciences, Rajamahendravaram",161374,1213010305,452,F,OC,AU,P1,NO
472,"Lenora Institute of Dental Sciences, Rajamahendravaram",164584,1229010264,449,M,OC,AU,P1,NO
473,"Lenora Institute of Dental Sciences, Rajamahendravaram",170488,1201010441,444,F,OC,AU,P1,NO
474,"Lenora Institute of Dental Sciences, Rajamahendravaram",173840,1205130351,441,F,BCC,AU,P1,NO
475,"Lenora Institute of Dental Sciences, Rajamahendravaram",175966,1203020200,440,M,OC,AU,P1,NO
476,"Lenora Institute of Dental Sciences, Rajamahendravaram",176914,1203010164,439,F,BCD,SVU,P1,NO
477,"Lenora Institute of Dental Sciences, Rajamahendravaram",177694,1214010086,438,F,OC,AU,P1,NO
478,"Lenora Institute of Dental Sciences, Rajamahendravaram",178971,1205080513,437,F,OC,AU,P1,NO
479,"Lenora Institute of Dental Sciences, Rajamahendravaram",195911,1205090275,424,F,BCC,AU,P1,NO
480,"Lenora Institute of Dental Sciences, Rajamahendravaram",202752,1209010532,419,F,BCB,SVU,P1,NO
481,"Lenora Institute of Dental Sciences, Rajamahendravaram",204219,1204010081,418,F,BCB,SVU,P1,NO
482,"Lenora Institute of Dental Sciences, Rajamahendravaram",207549,1201020029,416,M,BCD,AU,P1,NO
483,"Lenora Institute of Dental Sciences, Rajamahendravaram",210494,1205020205,414,F,BCB,AU,P1,NO
484,"Lenora Institute of Dental Sciences, Rajamahendravaram",212606,1203040554,412,F,SC,SVU,P1,NO
485,"Lenora Institute of Dental Sciences, Rajamahendravaram",213823,1224010078,411,F,BCB,AU,P1,NO
486,"Lenora Institute of Dental Sciences, Rajamahendravaram",215664,1222010456,410,M,BCD,AU,P1,NO
487,"Lenora Institute of Dental Sciences, Rajamahendravaram",218236,1224020375,408,F,SC,AU,P1,NO
488,"Lenora Institute of Dental Sciences, Rajamahendravaram",222585,1201010226,405,F,BCD,AU,P1,NO
489,"Lenora Institute of Dental Sciences, Rajamahendravaram",226975,1224010479,402,F,SC,AU,P1,NO
490,"Lenora Institute of Dental Sciences, Rajamahendravaram",227365,1206030067,402,F,BCD,AU,P1,NO
491,"Lenora Institute of Dental Sciences, Rajamahendravaram",231401,1201010222,399,M,BCB,AU,P1,NO
492,"Lenora Institute of Dental Sciences, Rajamahendravaram",233150,4201070596,398,F,SC,AU,P1,NO
493,"Lenora Institute of Dental Sciences, Rajamahendravaram",233431,1220020156,398,M,SC,AU,P1,NO
494,"Lenora Institute of Dental Sciences, Rajamahendravaram",237331,1205160237,395,M,SC,AU,P1,NO
495,"Lenora Institute of Dental Sciences, Rajamahendravaram",237935,1220010520,395,F,BCA,AU,P1,NO
496,"Lenora Institute of Dental Sciences, Rajamahendravaram",238943,1224010118,394,M,BCB,AU,P1,NO
497,"Lenora Institute of Dental Sciences, Rajamahendravaram",240853,1201030070,393,F,SC,AU,P1,NO
498,"Lenora Institute of Dental Sciences, Rajamahendravaram",242355,1205070377,392,F,BCD,AU,P1,NO
499,"Lenora Institute of Dental Sciences, Rajamahendravaram",244033,1205170418,391,M,BCA,AU,P1,NO
500,"Lenora Institute of Dental Sciences, Rajamahendravaram",244044,1222020107,391,F,SC,AU,P1,NO
501,"Lenora Institute of Dental Sciences, Rajamahendravaram",247584,1201010205,389,M,BCA,AU,P1,NO
502,"Lenora Institute of Dental Sciences, Rajamahendravaram",248101,1205220268,389,F,BCA,AU,P1,NO
503,"Lenora Institute of Dental Sciences, Rajamahendravaram",248330,1228030113,388,F,BCA,AU,P1,NO
504,"Lenora Institute of Dental Sciences, Rajamahendravaram",248450,1201080332,388,F,BCE,AU,P1,NO
505,"Lenora Institute of Dental Sciences, Rajamahendravaram",248639,1206030034,388,F,BCA,AU,P1,NO
506,"Lenora Institute of Dental Sciences, Rajamahendravaram",253142,1224040082,385,F,BCB,AU,P1,NO
507,"Lenora Institute of Dental Sciences, Rajamahendravaram",263042,1222010656,379,F,BCE,AU,P1,NO
508,"Lenora Institute of Dental Sciences, Rajamahendravaram",266476,1224020456,377,F,BCB,AU,P1,NO
509,"Lenora Institute of Dental Sciences, Rajamahendravaram",274596,1205210410,372,F,BCB,AU,P1,NO
510,"Lenora Institute of Dental Sciences, Rajamahendravaram",275098,1224070005,372,F,BCB,AU,P1,NO
511,"Lenora Institute of Dental Sciences, Rajamahendravaram",276582,1201050306,371,F,BCB,AU,P1,NO
512,"Lenora Institute of Dental Sciences, Rajamahendravaram",278086,1205240314,370,F,BCB,AU,P1,NO
513,"Lenora Institute of Dental Sciences, Rajamahendravaram",339189,1205210062,337,F,ST,AU,P1,NO
514,"Lenora Institute of Dental Sciences, Rajamahendravaram",374184,1224080042,320,F,ST,AU,P1,NO
515,"Lenora Institute of Dental Sciences, Rajamahendravaram",385587,1205180475,315,F,ST,AU,P1,NO
516,"Narayana Dental College and Hospital, Nellore",84779,1223010007,525,F,OC,SVU,P1,NO
517,"Narayana Dental College and Hospital, Nellore",96142,1205020794,513,F,OC,AU,P1,NO
518,"Narayana Dental College and Hospital, Nellore",97690,1205050041,511,F,OC,SVU,P1,NO
519,"Narayana Dental College and Hospital, Nellore",99753,1203030084,509,F,OC,SVU,P1,NO
520,"Narayana Dental College and Hospital, Nellore",108112,1203040329,500,F,OC,SVU,P1,NO
521,"Narayana Dental College and Hospital, Nellore",113131,1203060450,495,F,OC,SVU,P1,NO
522,"Narayana Dental College and Hospital, Nellore",118974,1205210151,490,F,BCB,AU,P1,NO
523,"Narayana Dental College and Hospital, Nellore",120496,1203060540,488,F,BCD,SVU,P1,NO
524,"Narayana Dental College and Hospital, Nellore",120931,1220020366,488,F,BCA,AU,P1,NO
525,"Narayana Dental College and Hospital, Nellore",127749,1205200223,481,F,OC,SVU,P1,NO
526,"Narayana Dental College and Hospital, Nellore",132141,1204010478,477,F,OC,SVU,P1,NO
527,"Narayana Dental College and Hospital, Nellore",133266,1219020157,476,M,BCD,SVU,P1,NO
528,"Narayana Dental College and Hospital, Nellore",135864,1219010535,474,F,OC,SVU,P1,NO
529,"Narayana Dental College and Hospital, Nellore",144379,1205090015,466,F,OC,SVU,P1,NO
530,"Narayana Dental College and Hospital, Nellore",147052,1205050097,464,F,OC,SVU,P1,NO
531,"Narayana Dental College and Hospital, Nellore",149844,1203010033,461,F,BCA,SVU,P1,NO
532,"Narayana Dental College and Hospital, Nellore",150640,1204030295,461,M,OC,SVU,P1,NO
533,"Narayana Dental College and Hospital, Nellore",150998,1203060573,460,M,OC,SVU,P1,NO
